Station ID,Date,Latitude,Longitude,Elevation,Miami-Dade_FL.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99735599999,2020-01-01,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.2,20,3.8,0.0,I
99735599999,2020-01-02,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.1,20,6.7,0.0,I
99735599999,2020-01-03,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.5,22,9.5,0.0,I
99735599999,2020-01-04,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.7,22,9.8,0.0,I
99735599999,2020-01-05,25.73,-80.15,10.0,Miami-Dade_FL.csv,66.7,24,8.5,0.0,I
99735599999,2020-01-06,25.73,-80.15,10.0,Miami-Dade_FL.csv,63.8,24,6.8,0.0,I
99735599999,2020-01-07,25.73,-80.15,10.0,Miami-Dade_FL.csv,70.2,24,4.5,0.0,I
99735599999,2020-01-08,25.73,-80.15,10.0,Miami-Dade_FL.csv,69.0,23,5.3,0.0,I
99735599999,2020-01-09,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.6,21,18.2,0.0,I
99735599999,2020-01-10,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.7,23,19.8,0.0,I
99735599999,2020-01-11,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.5,16,17.3,0.0,I
99735599999,2020-01-12,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.1,23,10.7,0.0,I
99735599999,2020-01-13,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.2,20,13.0,0.0,I
99735599999,2020-01-14,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.8,21,11.6,0.0,I
99735599999,2020-01-15,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.0,22,8.1,0.0,I
99735599999,2020-01-16,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.6,24,3.2,0.0,I
99735599999,2020-01-17,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.8,22,3.9,0.0,I
99735599999,2020-01-18,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.6,21,8.7,0.0,I
99735599999,2020-01-19,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.1,24,4.7,0.0,I
99735599999,2020-01-20,25.73,-80.15,10.0,Miami-Dade_FL.csv,72.6,24,2.6,0.0,I
99735599999,2020-01-21,25.73,-80.15,10.0,Miami-Dade_FL.csv,61.8,23,3.7,0.0,I
99735599999,2020-01-22,25.73,-80.15,10.0,Miami-Dade_FL.csv,52.0,23,3.9,0.0,I
99735599999,2020-01-23,25.73,-80.15,10.0,Miami-Dade_FL.csv,62.3,20,3.9,0.0,I
99735599999,2020-01-24,25.73,-80.15,10.0,Miami-Dade_FL.csv,72.1,24,3.7,0.0,I
99735599999,2020-01-25,25.73,-80.15,10.0,Miami-Dade_FL.csv,72.4,23,1.8,0.0,I
99735599999,2020-01-26,25.73,-80.15,10.0,Miami-Dade_FL.csv,66.6,23,3.5,0.0,I
99735599999,2020-01-27,25.73,-80.15,10.0,Miami-Dade_FL.csv,67.8,24,2.1,0.0,I
99735599999,2020-01-28,25.73,-80.15,10.0,Miami-Dade_FL.csv,70.5,22,2.5,0.0,I
99735599999,2020-01-29,25.73,-80.15,10.0,Miami-Dade_FL.csv,69.7,21,2.8,0.0,I
99735599999,2020-01-30,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.5,23,3.9,0.0,I
99735599999,2020-01-31,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.7,22,2.0,0.0,I
99735599999,2020-02-01,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.9,23,4.0,0.0,I
99735599999,2020-02-02,25.73,-80.15,10.0,Miami-Dade_FL.csv,62.9,23,4.0,0.0,I
99735599999,2020-02-03,25.73,-80.15,10.0,Miami-Dade_FL.csv,62.5,24,2.0,0.0,I
99735599999,2020-02-04,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.7,21,3.1,0.0,I
99735599999,2020-02-05,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.2,20,4.4,0.0,I
99735599999,2020-02-06,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.5,24,4.7,0.0,I
99735599999,2020-02-07,25.73,-80.15,10.0,Miami-Dade_FL.csv,72.4,21,4.2,0.0,I
99735599999,2020-02-08,25.73,-80.15,10.0,Miami-Dade_FL.csv,66.3,21,4.1,0.0,I
99735599999,2020-02-09,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.2,23,5.5,0.0,I
99735599999,2020-02-10,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.4,24,10.8,0.0,I
99735599999,2020-02-11,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.4,23,7.1,0.0,I
99735599999,2020-02-12,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.2,23,3.9,0.0,I
99735599999,2020-02-13,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,23,5.8,0.0,I
99735599999,2020-02-14,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.2,22,2.1,0.0,I
99735599999,2020-02-15,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.4,22,2.0,0.0,I
99735599999,2020-02-16,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.2,22,7.0,0.0,I
99735599999,2020-02-17,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.7,24,1.6,0.0,I
99735599999,2020-02-18,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,22,6.4,0.0,I
99735599999,2020-02-19,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.4,22,4.5,0.0,I
99735599999,2020-02-20,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.2,24,5.4,0.0,I
99735599999,2020-02-21,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.3,24,6.5,0.0,I
99735599999,2020-02-22,25.73,-80.15,10.0,Miami-Dade_FL.csv,64.6,24,8.5,0.0,I
99735599999,2020-02-23,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.4,24,11.0,0.0,I
99735599999,2020-02-24,25.73,-80.15,10.0,Miami-Dade_FL.csv,72.9,24,10.3,0.0,I
99735599999,2020-02-25,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.1,24,10.3,0.0,I
99735599999,2020-02-26,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.5,24,9.8,0.0,I
99735599999,2020-02-27,25.73,-80.15,10.0,Miami-Dade_FL.csv,68.1,23,8.0,0.0,I
99735599999,2020-02-28,25.73,-80.15,10.0,Miami-Dade_FL.csv,59.7,24,6.5,0.0,I
99735599999,2020-02-29,25.73,-80.15,10.0,Miami-Dade_FL.csv,62.2,24,4.6,0.0,I
99735599999,2020-03-01,25.73,-80.15,10.0,Miami-Dade_FL.csv,63.8,24,6.3,0.0,I
99735599999,2020-03-02,25.73,-80.15,10.0,Miami-Dade_FL.csv,70.9,24,10.7,0.0,I
99735599999,2020-03-03,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.1,24,9.5,0.0,I
99735599999,2020-03-04,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.6,24,7.6,0.0,I
99735599999,2020-03-05,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,24,8.3,0.0,I
99735599999,2020-03-06,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.1,24,6.8,0.0,I
99735599999,2020-03-07,25.73,-80.15,10.0,Miami-Dade_FL.csv,68.6,24,7.7,0.0,I
99735599999,2020-03-08,25.73,-80.15,10.0,Miami-Dade_FL.csv,69.0,23,15.9,0.0,I
99735599999,2020-03-09,25.73,-80.15,10.0,Miami-Dade_FL.csv,71.6,24,18.2,0.0,I
99735599999,2020-03-10,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.2,23,14.0,0.0,I
99735599999,2020-03-11,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.7,19,10.2,0.0,I
99735599999,2020-03-12,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.0,23,6.6,0.0,I
99735599999,2020-03-13,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.4,18,8.0,0.0,I
99735599999,2020-03-14,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.6,13,8.7,0.0,I
99735599999,2020-03-15,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.4,24,7.8,0.0,I
99735599999,2020-03-16,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.1,24,8.4,0.0,I
99735599999,2020-03-17,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.3,24,9.1,0.0,I
99735599999,2020-03-18,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.8,24,9.7,0.0,I
99735599999,2020-03-19,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.5,24,11.8,0.0,I
99735599999,2020-03-20,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.5,24,11.7,0.0,I
99735599999,2020-03-21,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.7,24,8.9,0.0,I
99735599999,2020-03-22,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.6,24,8.2,0.0,I
99735599999,2020-03-23,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.8,24,7.9,0.0,I
99735599999,2020-03-24,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.0,24,7.2,0.0,I
99735599999,2020-03-25,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,24,7.8,0.0,I
99735599999,2020-03-26,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.4,24,5.7,0.0,I
99735599999,2020-03-27,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.4,24,3.4,0.0,I
99735599999,2020-03-28,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.6,24,8.4,0.0,I
99735599999,2020-03-29,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,24,8.1,0.0,I
99735599999,2020-03-30,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.3,24,7.5,0.0,I
99735599999,2020-03-31,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.6,24,8.5,0.0,I
99735599999,2020-04-01,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.9,24,9.6,0.0,I
99735599999,2020-04-02,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.2,21,4.9,0.0,I
99735599999,2020-04-03,25.73,-80.15,10.0,Miami-Dade_FL.csv,74.9,24,5.4,0.0,I
99735599999,2020-04-04,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.9,24,5.2,0.0,I
99735599999,2020-04-05,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.3,24,6.2,0.0,I
99735599999,2020-04-06,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.2,23,6.0,0.0,I
99735599999,2020-04-07,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.0,24,10.4,0.0,I
99735599999,2020-04-08,25.73,-80.15,10.0,Miami-Dade_FL.csv,79.4,23,6.6,0.0,I
99735599999,2020-04-09,25.73,-80.15,10.0,Miami-Dade_FL.csv,80.2,24,8.7,0.0,I
99735599999,2020-04-10,25.73,-80.15,10.0,Miami-Dade_FL.csv,82.2,24,8.4,0.0,I
99735599999,2020-04-11,25.73,-80.15,10.0,Miami-Dade_FL.csv,79.5,24,8.4,0.0,I
99735599999,2020-04-12,25.73,-80.15,10.0,Miami-Dade_FL.csv,80.2,24,11.1,0.0,I
99735599999,2020-04-13,25.73,-80.15,10.0,Miami-Dade_FL.csv,81.5,24,12.7,0.0,I
99735599999,2020-04-14,25.73,-80.15,10.0,Miami-Dade_FL.csv,81.6,24,9.5,0.0,I
99735599999,2020-04-15,25.73,-80.15,10.0,Miami-Dade_FL.csv,81.9,24,11.3,0.0,I
99735599999,2020-04-16,25.73,-80.15,10.0,Miami-Dade_FL.csv,82.0,24,6.3,0.0,I
99735599999,2020-04-17,25.73,-80.15,10.0,Miami-Dade_FL.csv,80.1,24,9.7,0.0,I
99735599999,2020-04-18,25.73,-80.15,10.0,Miami-Dade_FL.csv,81.2,24,7.2,0.0,I
99735599999,2020-04-19,25.73,-80.15,10.0,Miami-Dade_FL.csv,80.8,24,6.7,0.0,I
99735599999,2020-04-20,25.73,-80.15,10.0,Miami-Dade_FL.csv,84.1,24,15.4,0.0,I
99735599999,2020-04-21,25.73,-80.15,10.0,Miami-Dade_FL.csv,83.4,24,8.7,0.0,I
99735599999,2020-04-22,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.6,24,6.0,0.0,I
99735599999,2020-04-23,25.73,-80.15,10.0,Miami-Dade_FL.csv,81.1,24,11.2,0.0,I
99735599999,2020-04-24,25.73,-80.15,10.0,Miami-Dade_FL.csv,82.8,23,13.2,0.0,I
99735599999,2020-04-25,25.73,-80.15,10.0,Miami-Dade_FL.csv,81.1,24,10.4,0.0,I
99735599999,2020-04-26,25.73,-80.15,10.0,Miami-Dade_FL.csv,80.0,24,7.4,0.0,I
99735599999,2020-04-27,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.7,24,5.9,0.0,I
99735599999,2020-04-28,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.0,24,8.5,0.0,I
99735599999,2020-04-29,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.8,24,10.8,0.0,I
99735599999,2020-04-30,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.9,24,9.3,0.0,I
99735599999,2020-05-01,25.73,-80.15,10.0,Miami-Dade_FL.csv,73.9,24,6.7,0.0,I
99735599999,2020-05-02,25.73,-80.15,10.0,Miami-Dade_FL.csv,76.0,24,5.7,0.0,I
99735599999,2020-05-03,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.3,24,6.5,0.0,I
99735599999,2020-05-04,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.0,24,4.9,0.0,I
99735599999,2020-05-05,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.9,24,5.0,0.0,I
99735599999,2020-05-06,25.73,-80.15,10.0,Miami-Dade_FL.csv,80.3,24,7.0,0.0,I
99735599999,2020-05-07,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.4,24,7.8,0.0,I
99735599999,2020-05-08,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.7,24,8.1,0.0,I
99735599999,2020-05-09,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,24,5.9,0.0,I
99735599999,2020-05-10,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.2,24,8.5,0.0,I
99735599999,2020-05-11,25.73,-80.15,10.0,Miami-Dade_FL.csv,75.4,24,6.2,0.0,I
99735599999,2020-05-12,25.73,-80.15,10.0,Miami-Dade_FL.csv,78.2,24,11.5,0.0,I
99735599999,2020-05-13,25.73,-80.15,10.0,Miami-Dade_FL.csv,77.8,22,14.5,0.0,I
