Station ID,Date,Latitude,Longitude,Elevation,Worcester_MA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72510094746,2020-01-01,42.2706,-71.8731,304.8,Worcester_MA.csv,31.7,24,11.9,0.05,G
72510094746,2020-01-02,42.2706,-71.8731,304.8,Worcester_MA.csv,32.1,24,9.7,0.0,G
72510094746,2020-01-03,42.2706,-71.8731,304.8,Worcester_MA.csv,39.7,24,9.3,0.0,G
72510094746,2020-01-04,42.2706,-71.8731,304.8,Worcester_MA.csv,38.7,24,4.5,0.0,G
72510094746,2020-01-05,42.2706,-71.8731,304.8,Worcester_MA.csv,32.4,24,13.8,0.3,G
72510094746,2020-01-06,42.2706,-71.8731,304.8,Worcester_MA.csv,27.1,24,7.0,0.04,G
72510094746,2020-01-07,42.2706,-71.8731,304.8,Worcester_MA.csv,31.3,24,7.5,0.03,G
72510094746,2020-01-08,42.2706,-71.8731,304.8,Worcester_MA.csv,29.7,24,9.6,0.0,G
72510094746,2020-01-09,42.2706,-71.8731,304.8,Worcester_MA.csv,19.6,24,13.3,0.0,G
72510094746,2020-01-10,42.2706,-71.8731,304.8,Worcester_MA.csv,31.0,24,12.6,0.0,G
72510094746,2020-01-11,42.2706,-71.8731,304.8,Worcester_MA.csv,53.5,19,18.2,0.0,G
72510094746,2020-01-12,42.2706,-71.8731,304.8,Worcester_MA.csv,58.5,24,21.2,0.1,G
72510094746,2020-01-13,42.2706,-71.8731,304.8,Worcester_MA.csv,31.2,24,4.5,0.03,G
72510094746,2020-01-14,42.2706,-71.8731,304.8,Worcester_MA.csv,34.5,24,5.4,0.0,G
72510094746,2020-01-15,42.2706,-71.8731,304.8,Worcester_MA.csv,37.5,24,6.8,0.01,G
72510094746,2020-01-16,42.2706,-71.8731,304.8,Worcester_MA.csv,33.8,24,10.3,0.11,G
72510094746,2020-01-17,42.2706,-71.8731,304.8,Worcester_MA.csv,17.3,24,15.9,0.09,G
72510094746,2020-01-18,42.2706,-71.8731,304.8,Worcester_MA.csv,12.3,24,7.6,0.0,G
72510094746,2020-01-19,42.2706,-71.8731,304.8,Worcester_MA.csv,27.0,24,9.7,0.52,G
72510094746,2020-01-20,42.2706,-71.8731,304.8,Worcester_MA.csv,17.8,24,11.2,0.0,G
72510094746,2020-01-21,42.2706,-71.8731,304.8,Worcester_MA.csv,16.2,24,8.2,0.0,G
72510094746,2020-01-22,42.2706,-71.8731,304.8,Worcester_MA.csv,20.5,24,6.8,0.0,G
72510094746,2020-01-23,42.2706,-71.8731,304.8,Worcester_MA.csv,31.9,24,9.9,0.0,G
72510094746,2020-01-24,42.2706,-71.8731,304.8,Worcester_MA.csv,37.1,24,7.7,0.0,G
72510094746,2020-01-25,42.2706,-71.8731,304.8,Worcester_MA.csv,35.2,24,8.9,0.0,G
72510094746,2020-01-26,42.2706,-71.8731,304.8,Worcester_MA.csv,38.4,24,10.3,0.9,G
72510094746,2020-01-27,42.2706,-71.8731,304.8,Worcester_MA.csv,35.1,24,10.3,0.0,G
72510094746,2020-01-28,42.2706,-71.8731,304.8,Worcester_MA.csv,33.4,24,9.7,0.0,G
72510094746,2020-01-29,42.2706,-71.8731,304.8,Worcester_MA.csv,29.6,24,9.2,0.0,G
72510094746,2020-01-30,42.2706,-71.8731,304.8,Worcester_MA.csv,23.4,24,5.2,0.0,G
72510094746,2020-01-31,42.2706,-71.8731,304.8,Worcester_MA.csv,28.9,24,8.9,0.0,G
72510094746,2020-02-01,42.2706,-71.8731,304.8,Worcester_MA.csv,32.3,24,4.1,0.02,G
72510094746,2020-02-02,42.2706,-71.8731,304.8,Worcester_MA.csv,33.2,24,6.6,0.01,G
72510094746,2020-02-03,42.2706,-71.8731,304.8,Worcester_MA.csv,33.7,24,7.6,0.0,G
72510094746,2020-02-04,42.2706,-71.8731,304.8,Worcester_MA.csv,36.5,24,4.4,0.0,G
72510094746,2020-02-05,42.2706,-71.8731,304.8,Worcester_MA.csv,36.4,24,6.5,0.05,G
72510094746,2020-02-06,42.2706,-71.8731,304.8,Worcester_MA.csv,28.8,24,6.8,0.23,G
72510094746,2020-02-07,42.2706,-71.8731,304.8,Worcester_MA.csv,31.0,24,10.0,0.12,G
72510094746,2020-02-08,42.2706,-71.8731,304.8,Worcester_MA.csv,23.4,24,16.5,0.34,G
72510094746,2020-02-09,42.2706,-71.8731,304.8,Worcester_MA.csv,22.0,24,4.6,0.0,G
72510094746,2020-02-10,42.2706,-71.8731,304.8,Worcester_MA.csv,35.3,24,12.7,0.1,G
72510094746,2020-02-11,42.2706,-71.8731,304.8,Worcester_MA.csv,36.1,24,5.6,0.4,G
72510094746,2020-02-12,42.2706,-71.8731,304.8,Worcester_MA.csv,34.2,24,10.9,0.08,G
72510094746,2020-02-13,42.2706,-71.8731,304.8,Worcester_MA.csv,33.1,24,6.3,0.51,G
72510094746,2020-02-14,42.2706,-71.8731,304.8,Worcester_MA.csv,26.1,24,12.7,0.13,G
72510094746,2020-02-15,42.2706,-71.8731,304.8,Worcester_MA.csv,13.2,24,6.8,0.0,G
72510094746,2020-02-16,42.2706,-71.8731,304.8,Worcester_MA.csv,27.4,24,11.3,0.0,G
72510094746,2020-02-17,42.2706,-71.8731,304.8,Worcester_MA.csv,33.4,24,9.5,0.0,G
72510094746,2020-02-18,42.2706,-71.8731,304.8,Worcester_MA.csv,28.7,24,5.6,0.0,G
72510094746,2020-02-19,42.2706,-71.8731,304.8,Worcester_MA.csv,34.2,24,15.0,0.29,G
72510094746,2020-02-20,42.2706,-71.8731,304.8,Worcester_MA.csv,23.0,24,9.4,0.0,G
72510094746,2020-02-21,42.2706,-71.8731,304.8,Worcester_MA.csv,19.0,24,8.0,0.0,G
72510094746,2020-02-22,42.2706,-71.8731,304.8,Worcester_MA.csv,29.4,24,12.1,0.0,G
72510094746,2020-02-23,42.2706,-71.8731,304.8,Worcester_MA.csv,38.1,24,10.5,0.0,G
72510094746,2020-02-24,42.2706,-71.8731,304.8,Worcester_MA.csv,41.7,24,8.9,0.0,G
72510094746,2020-02-25,42.2706,-71.8731,304.8,Worcester_MA.csv,44.5,24,6.7,0.0,G
72510094746,2020-02-26,42.2706,-71.8731,304.8,Worcester_MA.csv,41.9,24,6.0,0.18,G
72510094746,2020-02-27,42.2706,-71.8731,304.8,Worcester_MA.csv,38.5,24,15.0,0.65,G
72510094746,2020-02-28,42.2706,-71.8731,304.8,Worcester_MA.csv,27.3,24,16.2,0.13,G
72510094746,2020-02-29,42.2706,-71.8731,304.8,Worcester_MA.csv,24.4,24,9.8,0.0,G
72510094746,2020-03-01,42.2706,-71.8731,304.8,Worcester_MA.csv,20.7,24,10.6,0.0,G
72510094746,2020-03-02,42.2706,-71.8731,304.8,Worcester_MA.csv,34.5,24,8.7,0.0,G
72510094746,2020-03-03,42.2706,-71.8731,304.8,Worcester_MA.csv,48.6,24,10.4,0.0,G
72510094746,2020-03-04,42.2706,-71.8731,304.8,Worcester_MA.csv,43.5,24,16.7,0.11,G
