Station ID,Date,Latitude,Longitude,Elevation,Ocean_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99800299999,2020-01-01,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.6,24,5.0,0.02,G
99800299999,2020-01-02,39.5333333,-74.45,12.0,Ocean_NJ.csv,35.0,24,3.4,0.0,I
99800299999,2020-01-03,39.5333333,-74.45,12.0,Ocean_NJ.csv,47.6,24,3.7,0.09,G
99800299999,2020-01-04,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.6,24,1.8,0.0,G
99800299999,2020-01-05,39.5333333,-74.45,12.0,Ocean_NJ.csv,41.7,24,7.3,0.05,G
99800299999,2020-01-06,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.0,24,4.0,0.01,G
99800299999,2020-01-07,39.5333333,-74.45,12.0,Ocean_NJ.csv,37.4,24,3.6,0.01,G
99800299999,2020-01-08,39.5333333,-74.45,12.0,Ocean_NJ.csv,35.0,24,4.2,0.3,G
99800299999,2020-01-09,39.5333333,-74.45,12.0,Ocean_NJ.csv,29.9,24,4.8,0.04,G
99800299999,2020-01-10,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.6,24,4.4,0.0,G
99800299999,2020-01-11,39.5333333,-74.45,12.0,Ocean_NJ.csv,55.2,18,10.6,0.0,I
99800299999,2020-01-12,39.5333333,-74.45,12.0,Ocean_NJ.csv,61.3,23,13.0,0.0,G
99800299999,2020-01-13,39.5333333,-74.45,12.0,Ocean_NJ.csv,47.4,20,4.4,0.0,I
99800299999,2020-01-14,39.5333333,-74.45,12.0,Ocean_NJ.csv,42.1,24,3.5,0.0,G
99800299999,2020-01-15,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.8,24,3.3,0.09,G
99800299999,2020-01-16,39.5333333,-74.45,12.0,Ocean_NJ.csv,47.0,24,8.7,0.0,G
99800299999,2020-01-17,39.5333333,-74.45,12.0,Ocean_NJ.csv,32.6,24,8.0,0.0,I
99800299999,2020-01-18,39.5333333,-74.45,12.0,Ocean_NJ.csv,26.3,24,3.1,0.0,G
99800299999,2020-01-19,39.5333333,-74.45,12.0,Ocean_NJ.csv,41.1,24,8.2,0.35,G
99800299999,2020-01-20,39.5333333,-74.45,12.0,Ocean_NJ.csv,28.3,24,6.6,0.0,G
99800299999,2020-01-21,39.5333333,-74.45,12.0,Ocean_NJ.csv,25.4,24,4.2,0.0,I
99800299999,2020-01-22,39.5333333,-74.45,12.0,Ocean_NJ.csv,28.4,24,2.1,0.0,I
99800299999,2020-01-23,39.5333333,-74.45,12.0,Ocean_NJ.csv,30.2,24,0.9,0.0,G
99800299999,2020-01-24,39.5333333,-74.45,12.0,Ocean_NJ.csv,36.8,24,4.4,0.0,G
99800299999,2020-01-25,39.5333333,-74.45,12.0,Ocean_NJ.csv,45.5,24,10.0,0.0,G
99800299999,2020-01-26,39.5333333,-74.45,12.0,Ocean_NJ.csv,41.7,24,4.4,0.76,G
99800299999,2020-01-27,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.0,24,4.3,0.0,G
99800299999,2020-01-28,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.8,24,4.3,0.0,I
99800299999,2020-01-29,39.5333333,-74.45,12.0,Ocean_NJ.csv,38.5,24,4.0,0.0,I
99800299999,2020-01-30,39.5333333,-74.45,12.0,Ocean_NJ.csv,30.9,23,3.8,0.0,I
99800299999,2020-01-31,39.5333333,-74.45,12.0,Ocean_NJ.csv,37.4,23,3.6,0.0,I
99800299999,2020-02-01,39.5333333,-74.45,12.0,Ocean_NJ.csv,40.2,24,1.5,0.05,G
99800299999,2020-02-02,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.7,22,2.9,0.0,G
99800299999,2020-02-03,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.1,24,4.4,0.0,I
99800299999,2020-02-04,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.0,23,2.8,0.0,I
99800299999,2020-02-05,39.5333333,-74.45,12.0,Ocean_NJ.csv,47.3,24,4.0,0.08,G
99800299999,2020-02-06,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.7,24,5.7,0.06,G
99800299999,2020-02-07,39.5333333,-74.45,12.0,Ocean_NJ.csv,48.6,24,9.3,0.0,G
99800299999,2020-02-08,39.5333333,-74.45,12.0,Ocean_NJ.csv,37.2,24,6.8,0.0,I
99800299999,2020-02-09,39.5333333,-74.45,12.0,Ocean_NJ.csv,35.2,24,3.5,0.0,G
99800299999,2020-02-10,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.8,24,8.4,0.0,I
99800299999,2020-02-11,39.5333333,-74.45,12.0,Ocean_NJ.csv,48.9,24,2.1,0.0,I
99800299999,2020-02-12,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.4,24,3.0,0.0,I
99800299999,2020-02-13,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.9,24,4.4,0.0,I
99800299999,2020-02-14,39.5333333,-74.45,12.0,Ocean_NJ.csv,37.9,23,4.6,0.0,I
99800299999,2020-02-15,39.5333333,-74.45,12.0,Ocean_NJ.csv,23.7,24,4.5,0.0,I
99800299999,2020-02-16,39.5333333,-74.45,12.0,Ocean_NJ.csv,35.3,24,3.3,0.0,I
99800299999,2020-02-17,39.5333333,-74.45,12.0,Ocean_NJ.csv,40.3,24,3.5,0.0,G
99800299999,2020-02-18,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.1,24,4.8,0.0,G
99800299999,2020-02-19,39.5333333,-74.45,12.0,Ocean_NJ.csv,48.3,24,4.4,0.01,G
99800299999,2020-02-20,39.5333333,-74.45,12.0,Ocean_NJ.csv,33.0,18,2.0,0.04,G
99800299999,2020-02-21,39.5333333,-74.45,12.0,Ocean_NJ.csv,29.1,24,4.7,0.0,G
99800299999,2020-02-22,39.5333333,-74.45,12.0,Ocean_NJ.csv,33.4,24,4.5,0.0,I
99800299999,2020-02-23,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.3,24,5.0,0.0,G
99800299999,2020-02-24,39.5333333,-74.45,12.0,Ocean_NJ.csv,42.6,24,3.4,0.0,G
99800299999,2020-02-25,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.3,24,4.7,0.0,G
99800299999,2020-02-26,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.4,24,3.2,0.21,G
99800299999,2020-02-27,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.1,24,10.2,0.28,G
99800299999,2020-02-28,39.5333333,-74.45,12.0,Ocean_NJ.csv,36.1,24,7.7,0.0,G
99800299999,2020-02-29,39.5333333,-74.45,12.0,Ocean_NJ.csv,32.2,24,5.1,0.0,G
99800299999,2020-03-01,39.5333333,-74.45,12.0,Ocean_NJ.csv,36.3,17,6.2,0.0,I
99800299999,2020-03-02,39.5333333,-74.45,12.0,Ocean_NJ.csv,43.2,24,7.1,0.0,I
99800299999,2020-03-03,39.5333333,-74.45,12.0,Ocean_NJ.csv,50.6,24,6.0,0.03,G
99800299999,2020-03-04,39.5333333,-74.45,12.0,Ocean_NJ.csv,51.5,23,8.1,0.02,G
99800299999,2020-03-05,39.5333333,-74.45,12.0,Ocean_NJ.csv,46.7,24,5.0,0.0,G
99800299999,2020-03-06,39.5333333,-74.45,12.0,Ocean_NJ.csv,40.9,24,4.2,0.0,I
99800299999,2020-03-07,39.5333333,-74.45,12.0,Ocean_NJ.csv,39.3,24,6.3,0.46,G
99800299999,2020-03-08,39.5333333,-74.45,12.0,Ocean_NJ.csv,41.9,24,4.6,0.0,G
99800299999,2020-03-09,39.5333333,-74.45,12.0,Ocean_NJ.csv,52.9,24,6.5,0.0,I
99800299999,2020-03-10,39.5333333,-74.45,12.0,Ocean_NJ.csv,56.2,24,10.6,0.0,I
99800299999,2020-03-11,39.5333333,-74.45,12.0,Ocean_NJ.csv,54.8,18,6.9,0.0,G
99800299999,2020-03-12,39.5333333,-74.45,12.0,Ocean_NJ.csv,44.1,24,4.6,0.0,I
99800299999,2020-03-13,39.5333333,-74.45,12.0,Ocean_NJ.csv,56.6,15,8.0,0.0,I
99800299999,2020-03-14,39.5333333,-74.45,12.0,Ocean_NJ.csv,53.4,12,4.7,0.0,I
99800299999,2020-03-15,39.5333333,-74.45,12.0,Ocean_NJ.csv,45.4,24,5.2,0.01,G
