Station ID,Date,Latitude,Longitude,Elevation,Baltimore_MD.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99729699999,2020-01-01,39.27,-76.57,10.0,Baltimore_MD.csv,45.0,20,6.1,0.0,I
99729699999,2020-01-02,39.27,-76.57,10.0,Baltimore_MD.csv,38.8,20,1.4,0.0,I
99729699999,2020-01-03,39.27,-76.57,10.0,Baltimore_MD.csv,47.7,22,1.5,0.0,I
99729699999,2020-01-04,39.27,-76.57,10.0,Baltimore_MD.csv,48.6,22,1.8,0.0,I
99729699999,2020-01-05,39.27,-76.57,10.0,Baltimore_MD.csv,42.4,24,10.4,0.0,I
99729699999,2020-01-06,39.27,-76.57,10.0,Baltimore_MD.csv,41.3,24,3.6,0.0,I
99729699999,2020-01-07,39.27,-76.57,10.0,Baltimore_MD.csv,39.0,24,2.9,0.0,I
99729699999,2020-01-08,39.27,-76.57,10.0,Baltimore_MD.csv,36.8,23,6.1,0.0,I
99729699999,2020-01-09,39.27,-76.57,10.0,Baltimore_MD.csv,31.8,21,5.2,0.0,I
99729699999,2020-01-10,39.27,-76.57,10.0,Baltimore_MD.csv,40.8,23,2.9,0.0,I
99729699999,2020-01-11,39.27,-76.57,10.0,Baltimore_MD.csv,52.5,17,2.9,0.0,I
99729699999,2020-01-12,39.27,-76.57,10.0,Baltimore_MD.csv,64.0,22,6.8,0.0,I
99729699999,2020-01-13,39.27,-76.57,10.0,Baltimore_MD.csv,47.8,19,4.8,0.0,I
99729699999,2020-01-14,39.27,-76.57,10.0,Baltimore_MD.csv,43.8,21,2.2,0.0,I
99729699999,2020-01-15,39.27,-76.57,10.0,Baltimore_MD.csv,45.9,22,3.3,0.0,I
99729699999,2020-01-16,39.27,-76.57,10.0,Baltimore_MD.csv,48.1,24,3.2,0.0,I
99729699999,2020-01-17,39.27,-76.57,10.0,Baltimore_MD.csv,34.4,22,4.8,0.0,I
99729699999,2020-01-18,39.27,-76.57,10.0,Baltimore_MD.csv,29.8,20,2.9,0.0,I
99729699999,2020-01-19,39.27,-76.57,10.0,Baltimore_MD.csv,39.3,24,5.7,0.0,I
99729699999,2020-01-20,39.27,-76.57,10.0,Baltimore_MD.csv,28.8,22,5.3,0.0,I
99729699999,2020-01-21,39.27,-76.57,10.0,Baltimore_MD.csv,28.8,23,2.8,0.0,I
99729699999,2020-01-22,39.27,-76.57,10.0,Baltimore_MD.csv,31.2,23,1.6,0.0,I
99729699999,2020-01-23,39.27,-76.57,10.0,Baltimore_MD.csv,32.4,22,0.8,0.0,I
99729699999,2020-01-24,39.27,-76.57,10.0,Baltimore_MD.csv,39.9,24,1.5,0.0,I
99729699999,2020-01-25,39.27,-76.57,10.0,Baltimore_MD.csv,47.1,22,4.4,0.0,I
99729699999,2020-01-26,39.27,-76.57,10.0,Baltimore_MD.csv,43.2,21,2.8,0.0,I
99729699999,2020-01-27,39.27,-76.57,10.0,Baltimore_MD.csv,41.8,24,1.6,0.0,I
99729699999,2020-01-28,39.27,-76.57,10.0,Baltimore_MD.csv,42.2,22,4.1,0.0,I
99729699999,2020-01-29,39.27,-76.57,10.0,Baltimore_MD.csv,41.2,21,3.8,0.0,I
99729699999,2020-01-30,39.27,-76.57,10.0,Baltimore_MD.csv,35.2,23,3.2,0.0,I
99729699999,2020-01-31,39.27,-76.57,10.0,Baltimore_MD.csv,38.0,21,1.8,0.0,I
99729699999,2020-02-01,39.27,-76.57,10.0,Baltimore_MD.csv,38.7,23,0.7,0.0,I
99729699999,2020-02-02,39.27,-76.57,10.0,Baltimore_MD.csv,41.3,23,2.2,0.0,I
99729699999,2020-02-03,39.27,-76.57,10.0,Baltimore_MD.csv,45.2,24,1.2,0.0,I
99729699999,2020-02-04,39.27,-76.57,10.0,Baltimore_MD.csv,50.2,21,0.2,0.0,I
99729699999,2020-02-05,39.27,-76.57,10.0,Baltimore_MD.csv,45.1,20,2.1,0.0,I
99729699999,2020-02-06,39.27,-76.57,10.0,Baltimore_MD.csv,39.2,24,2.2,0.0,I
99729699999,2020-02-07,39.27,-76.57,10.0,Baltimore_MD.csv,45.7,20,3.1,0.0,I
99729699999,2020-02-08,39.27,-76.57,10.0,Baltimore_MD.csv,37.0,21,3.3,0.0,I
99729699999,2020-02-09,39.27,-76.57,10.0,Baltimore_MD.csv,38.7,23,1.6,0.0,I
99729699999,2020-02-10,39.27,-76.57,10.0,Baltimore_MD.csv,44.1,22,2.9,0.0,I
99729699999,2020-02-11,39.27,-76.57,10.0,Baltimore_MD.csv,48.4,23,1.4,0.0,I
99729699999,2020-02-12,39.27,-76.57,10.0,Baltimore_MD.csv,45.7,23,3.0,0.0,I
99729699999,2020-02-13,39.27,-76.57,10.0,Baltimore_MD.csv,46.5,22,2.8,0.0,I
99729699999,2020-02-14,39.27,-76.57,10.0,Baltimore_MD.csv,38.9,23,4.1,0.0,I
99729699999,2020-02-15,39.27,-76.57,10.0,Baltimore_MD.csv,26.4,21,3.7,0.0,I
99729699999,2020-02-16,39.27,-76.57,10.0,Baltimore_MD.csv,35.1,22,1.5,0.0,I
99729699999,2020-02-17,39.27,-76.57,10.0,Baltimore_MD.csv,43.7,23,1.6,0.0,I
99729699999,2020-02-18,39.27,-76.57,10.0,Baltimore_MD.csv,45.6,23,1.4,0.0,I
99729699999,2020-02-19,39.27,-76.57,10.0,Baltimore_MD.csv,48.7,22,3.2,0.0,I
99729699999,2020-02-20,39.27,-76.57,10.0,Baltimore_MD.csv,39.1,24,2.1,0.0,I
99729699999,2020-02-21,39.27,-76.57,10.0,Baltimore_MD.csv,30.9,24,9.5,0.0,I
99729699999,2020-02-22,39.27,-76.57,10.0,Baltimore_MD.csv,37.4,20,3.1,0.0,I
99729699999,2020-02-23,39.27,-76.57,10.0,Baltimore_MD.csv,42.0,21,2.3,0.0,I
99729699999,2020-02-24,39.27,-76.57,10.0,Baltimore_MD.csv,43.6,20,1.2,0.0,I
99729699999,2020-02-25,39.27,-76.57,10.0,Baltimore_MD.csv,46.9,23,2.0,0.0,I
99729699999,2020-02-26,39.27,-76.57,10.0,Baltimore_MD.csv,48.4,24,4.1,0.0,I
99729699999,2020-02-27,39.27,-76.57,10.0,Baltimore_MD.csv,41.3,24,9.5,0.0,I
99729699999,2020-02-28,39.27,-76.57,10.0,Baltimore_MD.csv,36.4,24,5.4,0.0,I
99729699999,2020-02-29,39.27,-76.57,10.0,Baltimore_MD.csv,34.2,24,7.8,0.0,I
99729699999,2020-03-01,39.27,-76.57,10.0,Baltimore_MD.csv,36.0,24,4.7,0.0,I
99729699999,2020-03-02,39.27,-76.57,10.0,Baltimore_MD.csv,45.8,24,2.9,0.0,I
99729699999,2020-03-03,39.27,-76.57,10.0,Baltimore_MD.csv,52.2,24,2.9,0.0,I
99729699999,2020-03-04,39.27,-76.57,10.0,Baltimore_MD.csv,54.0,24,6.0,0.0,I
99729699999,2020-03-05,39.27,-76.57,10.0,Baltimore_MD.csv,49.4,24,5.5,0.0,I
99729699999,2020-03-06,39.27,-76.57,10.0,Baltimore_MD.csv,42.2,24,5.0,0.0,I
99729699999,2020-03-07,39.27,-76.57,10.0,Baltimore_MD.csv,41.9,24,12.3,0.0,I
99729699999,2020-03-08,39.27,-76.57,10.0,Baltimore_MD.csv,47.4,24,3.7,0.0,I
99729699999,2020-03-09,39.27,-76.57,10.0,Baltimore_MD.csv,50.0,24,1.9,0.0,I
99729699999,2020-03-10,39.27,-76.57,10.0,Baltimore_MD.csv,60.3,24,4.6,0.0,I
99729699999,2020-03-11,39.27,-76.57,10.0,Baltimore_MD.csv,54.5,19,5.2,0.0,I
99729699999,2020-03-12,39.27,-76.57,10.0,Baltimore_MD.csv,49.6,24,3.2,0.0,I
99729699999,2020-03-13,39.27,-76.57,10.0,Baltimore_MD.csv,57.7,19,5.9,0.0,I
99729699999,2020-03-14,39.27,-76.57,10.0,Baltimore_MD.csv,52.6,13,4.4,0.0,I
99729699999,2020-03-15,39.27,-76.57,10.0,Baltimore_MD.csv,45.0,24,6.0,0.0,I
99729699999,2020-03-16,39.27,-76.57,10.0,Baltimore_MD.csv,45.2,24,5.7,0.0,I
99729699999,2020-03-17,39.27,-76.57,10.0,Baltimore_MD.csv,47.9,24,3.8,0.0,I
99729699999,2020-03-18,39.27,-76.57,10.0,Baltimore_MD.csv,50.4,24,6.0,0.0,I
99729699999,2020-03-19,39.27,-76.57,10.0,Baltimore_MD.csv,51.7,24,3.5,0.0,I
99729699999,2020-03-20,39.27,-76.57,10.0,Baltimore_MD.csv,62.2,24,5.2,0.0,I
99729699999,2020-03-21,39.27,-76.57,10.0,Baltimore_MD.csv,57.2,24,8.8,0.0,I
99729699999,2020-03-22,39.27,-76.57,10.0,Baltimore_MD.csv,43.6,24,9.4,0.0,I
99729699999,2020-03-23,39.27,-76.57,10.0,Baltimore_MD.csv,42.8,24,8.2,0.0,I
99729699999,2020-03-24,39.27,-76.57,10.0,Baltimore_MD.csv,47.4,24,4.3,0.0,I
99729699999,2020-03-25,39.27,-76.57,10.0,Baltimore_MD.csv,47.1,24,7.6,0.0,I
99729699999,2020-03-26,39.27,-76.57,10.0,Baltimore_MD.csv,47.9,24,3.6,0.0,I
99729699999,2020-03-27,39.27,-76.57,10.0,Baltimore_MD.csv,55.3,24,3.0,0.0,I
99729699999,2020-03-28,39.27,-76.57,10.0,Baltimore_MD.csv,54.2,24,4.2,0.0,I
99729699999,2020-03-29,39.27,-76.57,10.0,Baltimore_MD.csv,51.0,24,4.5,0.0,I
99729699999,2020-03-30,39.27,-76.57,10.0,Baltimore_MD.csv,58.4,24,5.3,0.0,I
99729699999,2020-03-31,39.27,-76.57,10.0,Baltimore_MD.csv,51.0,24,7.8,0.0,I
99729699999,2020-04-01,39.27,-76.57,10.0,Baltimore_MD.csv,46.2,24,8.8,0.0,I
99729699999,2020-04-02,39.27,-76.57,10.0,Baltimore_MD.csv,50.6,21,8.5,0.0,I
99729699999,2020-04-03,39.27,-76.57,10.0,Baltimore_MD.csv,54.4,24,11.8,0.0,I
99729699999,2020-04-04,39.27,-76.57,10.0,Baltimore_MD.csv,52.2,24,7.8,0.0,I
99729699999,2020-04-05,39.27,-76.57,10.0,Baltimore_MD.csv,55.8,24,2.8,0.0,I
