Station ID,Date,Latitude,Longitude,Elevation,Dallas_TX.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72259903971,2020-01-01,32.68083,-96.86806,200.6,Dallas_TX.csv,48.6,24,7.5,0.0,G
72259903971,2020-01-02,32.68083,-96.86806,200.6,Dallas_TX.csv,55.9,24,11.4,0.0,G
72259903971,2020-01-03,32.68083,-96.86806,200.6,Dallas_TX.csv,53.2,24,10.0,0.0,G
72259903971,2020-01-04,32.68083,-96.86806,200.6,Dallas_TX.csv,49.7,24,5.6,0.0,G
72259903971,2020-01-05,32.68083,-96.86806,200.6,Dallas_TX.csv,55.4,24,7.8,0.0,G
72259903971,2020-01-06,32.68083,-96.86806,200.6,Dallas_TX.csv,52.3,24,5.3,0.0,G
72259903971,2020-01-07,32.68083,-96.86806,200.6,Dallas_TX.csv,50.9,24,5.7,0.0,G
72259903971,2020-01-08,32.68083,-96.86806,200.6,Dallas_TX.csv,52.5,24,9.2,0.0,G
72259903971,2020-01-09,32.68083,-96.86806,200.6,Dallas_TX.csv,61.4,24,11.8,0.0,G
72259903971,2020-01-10,32.68083,-96.86806,200.6,Dallas_TX.csv,68.0,24,12.2,0.0,G
72259903971,2020-01-11,32.68083,-96.86806,200.6,Dallas_TX.csv,44.6,24,14.2,1.28,G
72259903971,2020-01-12,32.68083,-96.86806,200.6,Dallas_TX.csv,39.8,24,7.7,0.06,G
72259903971,2020-01-13,32.68083,-96.86806,200.6,Dallas_TX.csv,48.8,24,6.6,0.0,G
72259903971,2020-01-14,32.68083,-96.86806,200.6,Dallas_TX.csv,62.4,24,5.5,0.0,G
72259903971,2020-01-15,32.68083,-96.86806,200.6,Dallas_TX.csv,69.1,24,7.4,0.0,G
72259903971,2020-01-16,32.68083,-96.86806,200.6,Dallas_TX.csv,58.1,24,9.6,0.1,G
72259903971,2020-01-17,32.68083,-96.86806,200.6,Dallas_TX.csv,53.0,24,10.4,0.26,G
72259903971,2020-01-18,32.68083,-96.86806,200.6,Dallas_TX.csv,59.1,24,12.6,0.1,G
72259903971,2020-01-19,32.68083,-96.86806,200.6,Dallas_TX.csv,45.3,24,7.7,0.01,G
72259903971,2020-01-20,32.68083,-96.86806,200.6,Dallas_TX.csv,46.4,24,2.7,0.0,G
72259903971,2020-01-21,32.68083,-96.86806,200.6,Dallas_TX.csv,44.8,24,5.8,0.0,G
72259903971,2020-01-22,32.68083,-96.86806,200.6,Dallas_TX.csv,42.5,24,11.7,0.18,G
72259903971,2020-01-23,32.68083,-96.86806,200.6,Dallas_TX.csv,48.4,24,7.7,0.12,G
72259903971,2020-01-24,32.68083,-96.86806,200.6,Dallas_TX.csv,49.7,24,8.5,0.0,G
72259903971,2020-01-25,32.68083,-96.86806,200.6,Dallas_TX.csv,50.8,24,7.8,0.0,G
72259903971,2020-01-26,32.68083,-96.86806,200.6,Dallas_TX.csv,57.6,24,8.7,0.0,G
72259903971,2020-01-27,32.68083,-96.86806,200.6,Dallas_TX.csv,51.7,24,5.1,0.0,G
72259903971,2020-01-28,32.68083,-96.86806,200.6,Dallas_TX.csv,54.3,24,11.9,0.35,G
72259903971,2020-01-29,32.68083,-96.86806,200.6,Dallas_TX.csv,42.9,24,14.6,0.1,G
72259903971,2020-01-30,32.68083,-96.86806,200.6,Dallas_TX.csv,42.7,24,5.1,0.0,G
72259903971,2020-01-31,32.68083,-96.86806,200.6,Dallas_TX.csv,46.6,24,5.2,0.0,G
72259903971,2020-02-01,32.68083,-96.86806,200.6,Dallas_TX.csv,50.2,24,5.5,0.0,G
72259903971,2020-02-02,32.68083,-96.86806,200.6,Dallas_TX.csv,63.0,24,8.2,0.0,G
72259903971,2020-02-03,32.68083,-96.86806,200.6,Dallas_TX.csv,63.3,24,12.8,0.0,G
72259903971,2020-02-04,32.68083,-96.86806,200.6,Dallas_TX.csv,58.4,24,11.1,0.05,G
72259903971,2020-02-05,32.68083,-96.86806,200.6,Dallas_TX.csv,38.4,24,13.1,0.01,G
72259903971,2020-02-06,32.68083,-96.86806,200.6,Dallas_TX.csv,36.3,24,12.9,0.01,G
72259903971,2020-02-07,32.68083,-96.86806,200.6,Dallas_TX.csv,45.0,24,5.7,0.0,G
72259903971,2020-02-08,32.68083,-96.86806,200.6,Dallas_TX.csv,50.4,24,5.8,0.0,G
72259903971,2020-02-09,32.68083,-96.86806,200.6,Dallas_TX.csv,62.2,24,11.1,0.0,G
72259903971,2020-02-10,32.68083,-96.86806,200.6,Dallas_TX.csv,53.8,24,11.2,0.08,G
72259903971,2020-02-11,32.68083,-96.86806,200.6,Dallas_TX.csv,42.7,24,9.3,0.04,G
72259903971,2020-02-12,32.68083,-96.86806,200.6,Dallas_TX.csv,44.7,24,7.4,1.4,G
72259903971,2020-02-13,32.68083,-96.86806,200.6,Dallas_TX.csv,42.2,24,9.2,0.97,G
72259903971,2020-02-14,32.68083,-96.86806,200.6,Dallas_TX.csv,38.1,24,6.1,0.0,G
72259903971,2020-02-15,32.68083,-96.86806,200.6,Dallas_TX.csv,47.6,24,9.1,0.0,G
72259903971,2020-02-16,32.68083,-96.86806,200.6,Dallas_TX.csv,60.9,24,7.2,0.0,G
72259903971,2020-02-17,32.68083,-96.86806,200.6,Dallas_TX.csv,66.9,24,11.6,0.0,G
72259903971,2020-02-18,32.68083,-96.86806,200.6,Dallas_TX.csv,58.5,24,7.2,0.0,G
72259903971,2020-02-19,32.68083,-96.86806,200.6,Dallas_TX.csv,48.1,24,8.1,0.29,G
