Station ID,Date,Latitude,Longitude,Elevation,Hudson_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99774399999,2020-01-01,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.3,24,16.7,0.0,I
99774399999,2020-01-02,40.65,-74.0666666,72.0,Hudson_NJ.csv,38.1,24,9.4,0.0,I
99774399999,2020-01-03,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.4,24,4.9,0.0,I
99774399999,2020-01-04,40.65,-74.0666666,72.0,Hudson_NJ.csv,47.4,24,4.7,0.0,I
99774399999,2020-01-05,40.65,-74.0666666,72.0,Hudson_NJ.csv,41.2,24,21.0,0.0,I
99774399999,2020-01-06,40.65,-74.0666666,72.0,Hudson_NJ.csv,37.1,24,9.8,0.0,I
99774399999,2020-01-07,40.65,-74.0666666,72.0,Hudson_NJ.csv,40.7,24,7.8,0.0,I
99774399999,2020-01-08,40.65,-74.0666666,72.0,Hudson_NJ.csv,36.5,24,16.5,0.0,I
99774399999,2020-01-09,40.65,-74.0666666,72.0,Hudson_NJ.csv,28.5,24,15.0,0.0,I
99774399999,2020-01-10,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.4,24,8.8,0.0,I
99774399999,2020-01-11,40.65,-74.0666666,72.0,Hudson_NJ.csv,56.9,21,13.5,0.0,I
99774399999,2020-01-12,40.65,-74.0666666,72.0,Hudson_NJ.csv,61.8,23,20.8,0.0,I
99774399999,2020-01-13,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.4,19,9.5,0.0,I
99774399999,2020-01-14,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.5,24,5.9,0.0,I
99774399999,2020-01-15,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.0,24,7.5,0.0,I
99774399999,2020-01-16,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.0,24,14.0,0.0,I
99774399999,2020-01-17,40.65,-74.0666666,72.0,Hudson_NJ.csv,29.3,24,18.7,0.0,I
99774399999,2020-01-18,40.65,-74.0666666,72.0,Hudson_NJ.csv,24.0,24,8.3,0.0,I
99774399999,2020-01-19,40.65,-74.0666666,72.0,Hudson_NJ.csv,38.6,24,14.5,0.0,I
99774399999,2020-01-20,40.65,-74.0666666,72.0,Hudson_NJ.csv,27.3,24,14.3,0.0,I
99774399999,2020-01-21,40.65,-74.0666666,72.0,Hudson_NJ.csv,25.8,24,9.0,0.0,I
99774399999,2020-01-22,40.65,-74.0666666,72.0,Hudson_NJ.csv,30.1,24,4.5,0.0,I
99774399999,2020-01-23,40.65,-74.0666666,72.0,Hudson_NJ.csv,36.5,24,4.9,0.0,I
99774399999,2020-01-24,40.65,-74.0666666,72.0,Hudson_NJ.csv,41.4,23,5.2,0.0,I
99774399999,2020-01-25,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.7,24,16.0,0.0,I
99774399999,2020-01-26,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.3,23,13.6,0.0,I
99774399999,2020-01-27,40.65,-74.0666666,72.0,Hudson_NJ.csv,40.3,24,13.8,0.0,I
99774399999,2020-01-28,40.65,-74.0666666,72.0,Hudson_NJ.csv,40.1,24,13.7,0.0,I
99774399999,2020-01-29,40.65,-74.0666666,72.0,Hudson_NJ.csv,36.6,24,13.8,0.0,I
99774399999,2020-01-30,40.65,-74.0666666,72.0,Hudson_NJ.csv,31.5,24,8.1,0.0,I
99774399999,2020-01-31,40.65,-74.0666666,72.0,Hudson_NJ.csv,36.6,24,4.6,0.0,I
99774399999,2020-02-01,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.5,24,3.3,0.0,I
99774399999,2020-02-02,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.2,24,9.0,0.0,I
99774399999,2020-02-03,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.2,24,7.6,0.0,I
99774399999,2020-02-04,40.65,-74.0666666,72.0,Hudson_NJ.csv,47.5,23,4.8,0.0,I
99774399999,2020-02-05,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.9,24,7.4,0.0,I
99774399999,2020-02-06,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.9,24,8.8,0.0,I
99774399999,2020-02-07,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.2,24,15.6,0.0,I
99774399999,2020-02-08,40.65,-74.0666666,72.0,Hudson_NJ.csv,34.9,24,16.2,0.0,I
99774399999,2020-02-09,40.65,-74.0666666,72.0,Hudson_NJ.csv,37.2,24,6.9,0.0,I
99774399999,2020-02-10,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.1,24,10.2,0.0,I
99774399999,2020-02-11,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.8,24,4.0,0.0,I
99774399999,2020-02-12,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.6,24,12.1,0.0,I
99774399999,2020-02-13,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.5,24,5.7,0.0,I
99774399999,2020-02-14,40.65,-74.0666666,72.0,Hudson_NJ.csv,35.0,23,14.4,0.0,I
99774399999,2020-02-15,40.65,-74.0666666,72.0,Hudson_NJ.csv,20.9,24,9.3,0.0,I
99774399999,2020-02-16,40.65,-74.0666666,72.0,Hudson_NJ.csv,33.6,24,7.6,0.0,I
99774399999,2020-02-17,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.1,24,5.2,0.0,I
99774399999,2020-02-18,40.65,-74.0666666,72.0,Hudson_NJ.csv,42.9,24,10.0,0.0,I
99774399999,2020-02-19,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.7,22,12.9,0.0,I
99774399999,2020-02-20,40.65,-74.0666666,72.0,Hudson_NJ.csv,33.2,24,9.3,0.0,I
99774399999,2020-02-21,40.65,-74.0666666,72.0,Hudson_NJ.csv,27.3,24,11.2,0.0,I
99774399999,2020-02-22,40.65,-74.0666666,72.0,Hudson_NJ.csv,36.4,24,12.3,0.0,I
99774399999,2020-02-23,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.9,24,9.3,0.0,I
99774399999,2020-02-24,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.2,24,7.6,0.0,I
99774399999,2020-02-25,40.65,-74.0666666,72.0,Hudson_NJ.csv,46.8,24,5.9,0.0,I
99774399999,2020-02-26,40.65,-74.0666666,72.0,Hudson_NJ.csv,46.1,24,8.4,0.0,I
99774399999,2020-02-27,40.65,-74.0666666,72.0,Hudson_NJ.csv,41.9,24,24.2,0.0,I
99774399999,2020-02-28,40.65,-74.0666666,72.0,Hudson_NJ.csv,33.6,24,23.0,0.0,I
99774399999,2020-02-29,40.65,-74.0666666,72.0,Hudson_NJ.csv,32.3,24,16.6,0.0,I
99774399999,2020-03-01,40.65,-74.0666666,72.0,Hudson_NJ.csv,31.5,24,13.6,0.0,I
99774399999,2020-03-02,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.2,24,9.4,0.0,I
99774399999,2020-03-03,40.65,-74.0666666,72.0,Hudson_NJ.csv,51.3,24,12.3,0.0,I
99774399999,2020-03-04,40.65,-74.0666666,72.0,Hudson_NJ.csv,49.7,24,19.7,0.0,I
99774399999,2020-03-05,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.5,24,12.0,0.0,I
99774399999,2020-03-06,40.65,-74.0666666,72.0,Hudson_NJ.csv,41.9,24,11.2,0.0,I
99774399999,2020-03-07,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.9,24,14.3,0.0,I
99774399999,2020-03-08,40.65,-74.0666666,72.0,Hudson_NJ.csv,43.4,24,10.2,0.0,I
99774399999,2020-03-09,40.65,-74.0666666,72.0,Hudson_NJ.csv,55.0,24,12.0,0.0,I
99774399999,2020-03-10,40.65,-74.0666666,72.0,Hudson_NJ.csv,60.0,24,13.0,0.0,I
99774399999,2020-03-11,40.65,-74.0666666,72.0,Hudson_NJ.csv,54.0,19,10.7,0.0,I
99774399999,2020-03-12,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.8,24,7.5,0.0,I
99774399999,2020-03-13,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.7,19,16.0,0.0,I
99774399999,2020-03-14,40.65,-74.0666666,72.0,Hudson_NJ.csv,49.0,13,14.9,0.0,I
99774399999,2020-03-15,40.65,-74.0666666,72.0,Hudson_NJ.csv,46.1,24,8.8,0.0,I
99774399999,2020-03-16,40.65,-74.0666666,72.0,Hudson_NJ.csv,39.8,24,12.8,0.0,I
99774399999,2020-03-17,40.65,-74.0666666,72.0,Hudson_NJ.csv,44.3,24,10.9,0.0,I
99774399999,2020-03-18,40.65,-74.0666666,72.0,Hudson_NJ.csv,46.4,24,10.2,0.0,I
99774399999,2020-03-19,40.65,-74.0666666,72.0,Hudson_NJ.csv,45.6,24,9.3,0.0,I
99774399999,2020-03-20,40.65,-74.0666666,72.0,Hudson_NJ.csv,50.4,23,9.4,0.0,I
99774399999,2020-03-21,40.65,-74.0666666,72.0,Hudson_NJ.csv,52.9,24,14.8,0.0,I
99774399999,2020-03-22,40.65,-74.0666666,72.0,Hudson_NJ.csv,38.9,24,14.3,0.0,I
