Station ID,Date,Latitude,Longitude,Elevation,Monroe_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99800999999,2020-01-01,43.25,-77.5833333,83.0,Monroe_NY.csv,33.0,24,13.5,0.0,I
99800999999,2020-01-02,43.25,-77.5833333,83.0,Monroe_NY.csv,38.7,24,8.7,0.0,I
99800999999,2020-01-03,43.25,-77.5833333,83.0,Monroe_NY.csv,45.2,24,6.2,0.0,I
99800999999,2020-01-04,43.25,-77.5833333,83.0,Monroe_NY.csv,36.9,22,7.2,0.0,I
99800999999,2020-01-05,43.25,-77.5833333,83.0,Monroe_NY.csv,33.5,24,16.8,0.0,I
99800999999,2020-01-06,43.25,-77.5833333,83.0,Monroe_NY.csv,34.7,24,11.7,0.0,I
99800999999,2020-01-07,43.25,-77.5833333,83.0,Monroe_NY.csv,33.9,24,7.9,0.0,I
99800999999,2020-01-08,43.25,-77.5833333,83.0,Monroe_NY.csv,31.6,24,14.0,0.0,I
99800999999,2020-01-09,43.25,-77.5833333,83.0,Monroe_NY.csv,22.3,24,14.2,0.0,I
99800999999,2020-01-10,43.25,-77.5833333,83.0,Monroe_NY.csv,40.7,24,11.8,0.0,I
99800999999,2020-01-11,43.25,-77.5833333,83.0,Monroe_NY.csv,50.5,17,9.4,0.0,I
99800999999,2020-01-12,43.25,-77.5833333,83.0,Monroe_NY.csv,34.6,20,15.5,0.0,I
99800999999,2020-01-13,43.25,-77.5833333,83.0,Monroe_NY.csv,30.9,21,6.8,0.0,I
99800999999,2020-01-14,43.25,-77.5833333,83.0,Monroe_NY.csv,37.6,24,8.3,0.0,I
99800999999,2020-01-15,43.25,-77.5833333,83.0,Monroe_NY.csv,40.2,24,8.6,0.0,I
99800999999,2020-01-16,43.25,-77.5833333,83.0,Monroe_NY.csv,34.6,23,15.8,0.0,I
99800999999,2020-01-17,43.25,-77.5833333,83.0,Monroe_NY.csv,17.7,24,14.6,0.0,I
99800999999,2020-01-18,43.25,-77.5833333,83.0,Monroe_NY.csv,19.2,24,10.8,0.0,I
99800999999,2020-01-19,43.25,-77.5833333,83.0,Monroe_NY.csv,31.0,24,16.1,0.0,I
99800999999,2020-01-20,43.25,-77.5833333,83.0,Monroe_NY.csv,19.7,24,11.7,0.0,I
99800999999,2020-01-21,43.25,-77.5833333,83.0,Monroe_NY.csv,22.9,24,9.8,0.0,I
99800999999,2020-01-22,43.25,-77.5833333,83.0,Monroe_NY.csv,26.9,24,6.0,0.0,I
99800999999,2020-01-23,43.25,-77.5833333,83.0,Monroe_NY.csv,31.3,24,4.3,0.0,I
99800999999,2020-01-24,43.25,-77.5833333,83.0,Monroe_NY.csv,36.1,24,5.5,0.0,I
99800999999,2020-01-25,43.25,-77.5833333,83.0,Monroe_NY.csv,38.3,24,9.8,0.0,I
99800999999,2020-01-26,43.25,-77.5833333,83.0,Monroe_NY.csv,36.6,24,8.8,0.0,I
99800999999,2020-01-27,43.25,-77.5833333,83.0,Monroe_NY.csv,34.5,24,10.4,0.0,I
99800999999,2020-01-28,43.25,-77.5833333,83.0,Monroe_NY.csv,32.4,24,8.7,0.0,I
99800999999,2020-01-29,43.25,-77.5833333,83.0,Monroe_NY.csv,26.8,24,11.0,0.0,I
99800999999,2020-01-30,43.25,-77.5833333,83.0,Monroe_NY.csv,23.9,24,6.2,0.0,I
99800999999,2020-01-31,43.25,-77.5833333,83.0,Monroe_NY.csv,28.4,24,3.7,0.0,I
99800999999,2020-02-01,43.25,-77.5833333,83.0,Monroe_NY.csv,30.9,24,3.1,0.0,I
99800999999,2020-02-02,43.25,-77.5833333,83.0,Monroe_NY.csv,32.5,24,4.6,0.0,I
99800999999,2020-02-03,43.25,-77.5833333,83.0,Monroe_NY.csv,37.7,24,8.7,0.0,I
99800999999,2020-02-04,43.25,-77.5833333,83.0,Monroe_NY.csv,36.1,23,5.9,0.0,I
99800999999,2020-02-05,43.25,-77.5833333,83.0,Monroe_NY.csv,29.4,24,11.7,0.0,I
99800999999,2020-02-06,43.25,-77.5833333,83.0,Monroe_NY.csv,27.7,20,12.0,0.0,I
99800999999,2020-02-07,43.25,-77.5833333,83.0,Monroe_NY.csv,27.5,17,1.5,0.0,I
99800999999,2020-02-08,43.25,-77.5833333,83.0,Monroe_NY.csv,18.5,15,6.8,0.0,I
99800999999,2020-02-09,43.25,-77.5833333,83.0,Monroe_NY.csv,22.3,24,5.5,0.0,I
99800999999,2020-02-10,43.25,-77.5833333,83.0,Monroe_NY.csv,36.9,24,9.0,0.0,I
99800999999,2020-02-11,43.25,-77.5833333,83.0,Monroe_NY.csv,35.5,24,4.6,0.0,I
99800999999,2020-02-12,43.25,-77.5833333,83.0,Monroe_NY.csv,33.5,24,10.0,0.0,I
99800999999,2020-02-13,43.25,-77.5833333,83.0,Monroe_NY.csv,33.1,24,5.1,0.0,I
99800999999,2020-02-14,43.25,-77.5833333,83.0,Monroe_NY.csv,14.1,24,11.7,0.0,I
99800999999,2020-02-15,43.25,-77.5833333,83.0,Monroe_NY.csv,15.8,24,8.9,0.0,I
99800999999,2020-02-16,43.25,-77.5833333,83.0,Monroe_NY.csv,35.6,24,8.4,0.0,I
99800999999,2020-02-17,43.25,-77.5833333,83.0,Monroe_NY.csv,30.1,24,9.0,0.0,I
99800999999,2020-02-18,43.25,-77.5833333,83.0,Monroe_NY.csv,34.3,24,13.3,0.0,I
99800999999,2020-02-19,43.25,-77.5833333,83.0,Monroe_NY.csv,32.6,24,14.0,0.0,I
