Station ID,Date,Latitude,Longitude,Elevation,Oakland_MI.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72637594817,2020-01-01,42.665,-83.41806,297.5,Oakland_MI.csv,28.5,24,9.2,0.0,G
72637594817,2020-01-02,42.665,-83.41806,297.5,Oakland_MI.csv,37.8,24,9.2,0.0,G
72637594817,2020-01-03,42.665,-83.41806,297.5,Oakland_MI.csv,40.0,24,4.4,0.0,G
72637594817,2020-01-04,42.665,-83.41806,297.5,Oakland_MI.csv,33.3,24,5.7,0.0,G
72637594817,2020-01-05,42.665,-83.41806,297.5,Oakland_MI.csv,29.5,24,9.6,0.0,G
72637594817,2020-01-06,42.665,-83.41806,297.5,Oakland_MI.csv,35.3,24,14.9,0.02,G
72637594817,2020-01-07,42.665,-83.41806,297.5,Oakland_MI.csv,33.4,24,6.9,0.0,G
72637594817,2020-01-08,42.665,-83.41806,297.5,Oakland_MI.csv,23.5,24,13.3,0.0,G
72637594817,2020-01-09,42.665,-83.41806,297.5,Oakland_MI.csv,22.6,24,7.7,0.0,G
72637594817,2020-01-10,42.665,-83.41806,297.5,Oakland_MI.csv,44.8,24,8.0,0.0,G
72637594817,2020-01-11,42.665,-83.41806,297.5,Oakland_MI.csv,42.5,24,9.9,1.15,G
72637594817,2020-01-12,42.665,-83.41806,297.5,Oakland_MI.csv,25.5,24,9.2,2.24,G
72637594817,2020-01-13,42.665,-83.41806,297.5,Oakland_MI.csv,29.5,24,5.9,0.0,G
72637594817,2020-01-14,42.665,-83.41806,297.5,Oakland_MI.csv,34.2,24,6.5,0.08,G
72637594817,2020-01-15,42.665,-83.41806,297.5,Oakland_MI.csv,34.6,24,6.4,0.0,G
72637594817,2020-01-16,42.665,-83.41806,297.5,Oakland_MI.csv,31.4,24,13.7,0.0,G
72637594817,2020-01-17,42.665,-83.41806,297.5,Oakland_MI.csv,21.5,24,8.1,0.0,G
72637594817,2020-01-18,42.665,-83.41806,297.5,Oakland_MI.csv,28.8,24,12.4,0.0,G
72637594817,2020-01-19,42.665,-83.41806,297.5,Oakland_MI.csv,21.8,24,16.0,0.16,G
72637594817,2020-01-20,42.665,-83.41806,297.5,Oakland_MI.csv,15.5,24,7.0,0.0,G
72637594817,2020-01-21,42.665,-83.41806,297.5,Oakland_MI.csv,21.0,24,5.7,0.0,G
72637594817,2020-01-22,42.665,-83.41806,297.5,Oakland_MI.csv,23.2,24,7.0,0.0,G
72637594817,2020-01-23,42.665,-83.41806,297.5,Oakland_MI.csv,30.1,24,4.1,0.0,G
72637594817,2020-01-24,42.665,-83.41806,297.5,Oakland_MI.csv,34.1,24,8.0,0.09,G
72637594817,2020-01-25,42.665,-83.41806,297.5,Oakland_MI.csv,35.1,24,4.8,0.29,G
72637594817,2020-01-26,42.665,-83.41806,297.5,Oakland_MI.csv,33.6,24,9.2,0.08,G
72637594817,2020-01-27,42.665,-83.41806,297.5,Oakland_MI.csv,32.8,24,8.7,0.04,G
72637594817,2020-01-28,42.665,-83.41806,297.5,Oakland_MI.csv,31.9,24,6.5,0.0,G
72637594817,2020-01-29,42.665,-83.41806,297.5,Oakland_MI.csv,28.7,24,3.6,0.0,G
72637594817,2020-01-30,42.665,-83.41806,297.5,Oakland_MI.csv,28.5,24,2.5,0.0,G
72637594817,2020-01-31,42.665,-83.41806,297.5,Oakland_MI.csv,29.5,24,2.8,0.0,G
72637594817,2020-02-01,42.665,-83.41806,297.5,Oakland_MI.csv,26.9,24,3.2,0.0,G
72637594817,2020-02-02,42.665,-83.41806,297.5,Oakland_MI.csv,36.4,24,10.4,0.07,G
72637594817,2020-02-03,42.665,-83.41806,297.5,Oakland_MI.csv,39.7,24,5.8,0.0,G
72637594817,2020-02-04,42.665,-83.41806,297.5,Oakland_MI.csv,33.8,24,8.5,0.0,G
72637594817,2020-02-05,42.665,-83.41806,297.5,Oakland_MI.csv,25.8,24,7.7,0.0,G
72637594817,2020-02-06,42.665,-83.41806,297.5,Oakland_MI.csv,23.8,24,8.3,0.0,G
72637594817,2020-02-07,42.665,-83.41806,297.5,Oakland_MI.csv,27.1,24,10.3,0.0,G
72637594817,2020-02-08,42.665,-83.41806,297.5,Oakland_MI.csv,22.9,24,5.1,0.06,G
72637594817,2020-02-09,42.665,-83.41806,297.5,Oakland_MI.csv,26.2,24,5.8,0.0,G
72637594817,2020-02-10,42.665,-83.41806,297.5,Oakland_MI.csv,32.3,24,6.1,0.04,G
72637594817,2020-02-11,42.665,-83.41806,297.5,Oakland_MI.csv,29.5,24,8.1,0.0,G
72637594817,2020-02-12,42.665,-83.41806,297.5,Oakland_MI.csv,26.7,24,7.2,0.0,G
72637594817,2020-02-13,42.665,-83.41806,297.5,Oakland_MI.csv,25.8,24,6.4,0.03,G
72637594817,2020-02-14,42.665,-83.41806,297.5,Oakland_MI.csv,9.3,24,5.8,0.01,G
72637594817,2020-02-15,42.665,-83.41806,297.5,Oakland_MI.csv,16.5,24,8.1,0.0,G
72637594817,2020-02-16,42.665,-83.41806,297.5,Oakland_MI.csv,32.6,24,9.6,0.0,G
72637594817,2020-02-17,42.665,-83.41806,297.5,Oakland_MI.csv,26.3,24,6.9,0.0,G
72637594817,2020-02-18,42.665,-83.41806,297.5,Oakland_MI.csv,33.4,24,12.9,0.03,G
72637594817,2020-02-19,42.665,-83.41806,297.5,Oakland_MI.csv,24.1,24,11.8,0.0,G
72637594817,2020-02-20,42.665,-83.41806,297.5,Oakland_MI.csv,17.4,24,8.4,0.0,G
72637594817,2020-02-21,42.665,-83.41806,297.5,Oakland_MI.csv,20.2,24,8.1,0.0,G
72637594817,2020-02-22,42.665,-83.41806,297.5,Oakland_MI.csv,32.0,24,9.9,0.0,G
72637594817,2020-02-23,42.665,-83.41806,297.5,Oakland_MI.csv,39.2,24,7.1,0.0,G
72637594817,2020-02-24,42.665,-83.41806,297.5,Oakland_MI.csv,40.1,24,3.9,0.0,G
72637594817,2020-02-25,42.665,-83.41806,297.5,Oakland_MI.csv,35.2,24,9.6,0.03,G
72637594817,2020-02-26,42.665,-83.41806,297.5,Oakland_MI.csv,28.8,24,11.4,0.01,G
72637594817,2020-02-27,42.665,-83.41806,297.5,Oakland_MI.csv,20.8,24,18.6,0.06,G
72637594817,2020-02-28,42.665,-83.41806,297.5,Oakland_MI.csv,20.4,24,17.2,0.0,G
72637594817,2020-02-29,42.665,-83.41806,297.5,Oakland_MI.csv,23.5,24,12.7,0.0,G
72637594817,2020-03-01,42.665,-83.41806,297.5,Oakland_MI.csv,29.3,24,7.6,0.0,G
72637594817,2020-03-02,42.665,-83.41806,297.5,Oakland_MI.csv,45.9,24,8.6,0.0,G
72637594817,2020-03-03,42.665,-83.41806,297.5,Oakland_MI.csv,38.5,24,5.6,0.0,G
72637594817,2020-03-04,42.665,-83.41806,297.5,Oakland_MI.csv,37.6,24,10.7,0.0,G
72637594817,2020-03-05,42.665,-83.41806,297.5,Oakland_MI.csv,34.6,24,6.8,0.0,G
72637594817,2020-03-06,42.665,-83.41806,297.5,Oakland_MI.csv,34.0,24,10.3,0.02,G
72637594817,2020-03-07,42.665,-83.41806,297.5,Oakland_MI.csv,30.2,24,6.1,0.02,G
72637594817,2020-03-08,42.665,-83.41806,297.5,Oakland_MI.csv,44.4,24,8.5,0.0,G
