Station ID,Date,Latitude,Longitude,Elevation,Dutchess_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99999964756,2020-01-01,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.9,24,999.9,0.0,G
99999964756,2020-01-02,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.6,24,999.9,0.0,G
99999964756,2020-01-03,41.7857,-73.7422,125.9,Dutchess_NY.csv,42.0,24,999.9,0.0,G
99999964756,2020-01-04,41.7857,-73.7422,125.9,Dutchess_NY.csv,42.2,24,999.9,0.01,G
99999964756,2020-01-05,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.1,24,999.9,0.31,G
99999964756,2020-01-06,41.7857,-73.7422,125.9,Dutchess_NY.csv,31.9,24,999.9,0.0,G
99999964756,2020-01-07,41.7857,-73.7422,125.9,Dutchess_NY.csv,31.3,24,999.9,0.0,G
99999964756,2020-01-08,41.7857,-73.7422,125.9,Dutchess_NY.csv,31.8,24,999.9,0.0,G
99999964756,2020-01-09,41.7857,-73.7422,125.9,Dutchess_NY.csv,22.8,24,999.9,0.0,G
99999964756,2020-01-10,41.7857,-73.7422,125.9,Dutchess_NY.csv,31.6,24,999.9,0.0,G
99999964756,2020-01-11,41.7857,-73.7422,125.9,Dutchess_NY.csv,52.0,24,999.9,0.0,G
99999964756,2020-01-12,41.7857,-73.7422,125.9,Dutchess_NY.csv,61.3,24,999.9,0.0,G
99999964756,2020-01-13,41.7857,-73.7422,125.9,Dutchess_NY.csv,31.1,24,999.9,0.6,G
99999964756,2020-01-14,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.3,24,999.9,0.0,G
99999964756,2020-01-15,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.4,24,999.9,0.0,G
99999964756,2020-01-16,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.4,24,999.9,0.0,G
99999964756,2020-01-17,41.7857,-73.7422,125.9,Dutchess_NY.csv,21.3,24,999.9,0.12,G
99999964756,2020-01-18,41.7857,-73.7422,125.9,Dutchess_NY.csv,14.6,24,999.9,0.0,G
99999964756,2020-01-19,41.7857,-73.7422,125.9,Dutchess_NY.csv,30.4,24,999.9,0.39,G
99999964756,2020-01-20,41.7857,-73.7422,125.9,Dutchess_NY.csv,21.2,24,999.9,0.0,G
99999964756,2020-01-21,41.7857,-73.7422,125.9,Dutchess_NY.csv,15.3,24,999.9,0.0,G
99999964756,2020-01-22,41.7857,-73.7422,125.9,Dutchess_NY.csv,15.8,24,999.9,0.0,G
99999964756,2020-01-23,41.7857,-73.7422,125.9,Dutchess_NY.csv,22.7,24,999.9,0.0,G
99999964756,2020-01-24,41.7857,-73.7422,125.9,Dutchess_NY.csv,32.4,24,999.9,0.0,G
99999964756,2020-01-25,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.7,24,999.9,0.0,G
99999964756,2020-01-26,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.1,24,999.9,0.7,G
99999964756,2020-01-27,41.7857,-73.7422,125.9,Dutchess_NY.csv,37.8,24,999.9,0.01,G
99999964756,2020-01-28,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.8,24,999.9,0.0,G
99999964756,2020-01-29,41.7857,-73.7422,125.9,Dutchess_NY.csv,30.4,24,999.9,0.0,G
99999964756,2020-01-30,41.7857,-73.7422,125.9,Dutchess_NY.csv,23.9,24,999.9,0.0,G
99999964756,2020-01-31,41.7857,-73.7422,125.9,Dutchess_NY.csv,25.6,24,999.9,0.0,G
99999964756,2020-02-01,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.0,24,999.9,0.01,G
99999964756,2020-02-02,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.1,24,999.9,0.0,G
99999964756,2020-02-03,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.4,24,999.9,0.0,G
99999964756,2020-02-04,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.8,24,999.9,0.0,G
99999964756,2020-02-05,41.7857,-73.7422,125.9,Dutchess_NY.csv,38.1,24,999.9,0.0,G
99999964756,2020-02-06,41.7857,-73.7422,125.9,Dutchess_NY.csv,32.1,24,999.9,0.02,G
99999964756,2020-02-07,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.5,24,999.9,0.48,G
99999964756,2020-02-08,41.7857,-73.7422,125.9,Dutchess_NY.csv,28.1,24,999.9,0.39,G
99999964756,2020-02-09,41.7857,-73.7422,125.9,Dutchess_NY.csv,23.1,24,999.9,0.0,G
99999964756,2020-02-10,41.7857,-73.7422,125.9,Dutchess_NY.csv,35.4,24,999.9,0.0,G
99999964756,2020-02-11,41.7857,-73.7422,125.9,Dutchess_NY.csv,37.9,24,999.9,0.44,G
99999964756,2020-02-12,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.5,24,999.9,0.07,G
99999964756,2020-02-13,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.5,24,999.9,0.04,G
99999964756,2020-02-14,41.7857,-73.7422,125.9,Dutchess_NY.csv,27.0,24,999.9,0.59,G
99999964756,2020-02-15,41.7857,-73.7422,125.9,Dutchess_NY.csv,13.5,24,999.9,0.0,G
99999964756,2020-02-16,41.7857,-73.7422,125.9,Dutchess_NY.csv,29.5,24,999.9,0.0,G
99999964756,2020-02-17,41.7857,-73.7422,125.9,Dutchess_NY.csv,34.2,24,999.9,0.0,G
99999964756,2020-02-18,41.7857,-73.7422,125.9,Dutchess_NY.csv,32.5,24,999.9,0.0,G
99999964756,2020-02-19,41.7857,-73.7422,125.9,Dutchess_NY.csv,36.6,24,999.9,0.1,G
99999964756,2020-02-20,41.7857,-73.7422,125.9,Dutchess_NY.csv,26.0,24,999.9,0.0,G
99999964756,2020-02-21,41.7857,-73.7422,125.9,Dutchess_NY.csv,22.2,24,999.9,0.0,G
99999964756,2020-02-22,41.7857,-73.7422,125.9,Dutchess_NY.csv,31.7,24,999.9,0.0,G
99999964756,2020-02-23,41.7857,-73.7422,125.9,Dutchess_NY.csv,33.3,24,999.9,0.0,G
99999964756,2020-02-24,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.4,24,999.9,0.0,G
99999964756,2020-02-25,41.7857,-73.7422,125.9,Dutchess_NY.csv,46.0,24,999.9,0.0,G
99999964756,2020-02-26,41.7857,-73.7422,125.9,Dutchess_NY.csv,40.2,24,999.9,0.09,G
