Virus Date,County,State,Total Cases,Deaths,Station ID,Weather Date,Latitude,Longitude,Elevation,(file)name,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
2020-03-10,Orleans,Louisiana,5,0,99819499999,2020-03-03,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.4,23,5.3,0.0,I
2020-03-11,Orleans,Louisiana,11,0,99819499999,2020-03-04,30.0166666,-90.1166666,4.0,Orleans_LA.csv,74.1,24,6.3,0.0,I
2020-03-12,Orleans,Louisiana,12,0,99819499999,2020-03-05,30.0166666,-90.1166666,4.0,Orleans_LA.csv,59.6,21,8.3,0.0,I
2020-03-13,Orleans,Louisiana,28,0,99819499999,2020-03-06,30.0166666,-90.1166666,4.0,Orleans_LA.csv,60.4,24,10.7,0.0,I
2020-03-14,Orleans,Louisiana,53,1,99819499999,2020-03-07,30.0166666,-90.1166666,4.0,Orleans_LA.csv,56.3,24,14.7,0.0,I
2020-03-15,Orleans,Louisiana,75,2,99819499999,2020-03-08,30.0166666,-90.1166666,4.0,Orleans_LA.csv,60.2,24,3.6,0.0,I
2020-03-16,Orleans,Louisiana,95,3,99819499999,2020-03-09,30.0166666,-90.1166666,4.0,Orleans_LA.csv,65.4,24,4.1,0.0,I
2020-03-17,Orleans,Louisiana,136,5,99819499999,2020-03-10,30.0166666,-90.1166666,4.0,Orleans_LA.csv,67.8,23,5.5,0.0,I
2020-03-18,Orleans,Louisiana,196,6,99819499999,2020-03-11,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.4,19,5.7,0.0,I
2020-03-19,Orleans,Louisiana,252,8,99819499999,2020-03-12,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.7,24,6.2,0.0,I
2020-03-20,Orleans,Louisiana,329,8,99819499999,2020-03-13,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.4,18,5.1,0.0,I
2020-03-21,Orleans,Louisiana,418,13,99819499999,2020-03-14,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.5,13,5.9,0.0,I
2020-03-22,Orleans,Louisiana,451,15,99819499999,2020-03-15,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.0,24,3.9,0.0,I
2020-03-23,Orleans,Louisiana,567,20,99819499999,2020-03-16,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.9,24,3.5,0.0,I
2020-03-24,Orleans,Louisiana,675,26,99819499999,2020-03-17,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.7,24,3.0,0.0,I
2020-03-25,Orleans,Louisiana,827,37,99819499999,2020-03-18,30.0166666,-90.1166666,4.0,Orleans_LA.csv,73.4,24,3.5,0.0,I
2020-03-26,Orleans,Louisiana,997,46,99819499999,2020-03-19,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.6,24,6.3,0.0,I
2020-03-27,Orleans,Louisiana,1170,57,99819499999,2020-03-20,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.2,24,5.3,0.0,I
2020-03-28,Orleans,Louisiana,1298,70,99819499999,2020-03-21,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.9,24,9.2,0.0,I
2020-03-29,Orleans,Louisiana,1350,73,99819499999,2020-03-22,30.0166666,-90.1166666,4.0,Orleans_LA.csv,67.5,24,10.2,0.0,I
2020-03-30,Orleans,Louisiana,1480,86,99819499999,2020-03-23,30.0166666,-90.1166666,4.0,Orleans_LA.csv,73.5,24,5.1,0.0,I
2020-03-31,Orleans,Louisiana,1834,101,99819499999,2020-03-24,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.6,24,7.2,0.0,I
2020-04-01,Orleans,Louisiana,2270,115,99819499999,2020-03-25,30.0166666,-90.1166666,4.0,Orleans_LA.csv,74.8,24,5.0,0.0,I
2020-04-02,Orleans,Louisiana,3148,125,99819499999,2020-03-26,30.0166666,-90.1166666,4.0,Orleans_LA.csv,74.4,24,4.1,0.0,I
2020-04-03,Orleans,Louisiana,3476,148,99819499999,2020-03-27,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.7,24,6.9,0.0,I
2020-04-04,Orleans,Louisiana,3966,153,99819499999,2020-03-28,30.0166666,-90.1166666,4.0,Orleans_LA.csv,78.3,24,7.3,0.0,I
2020-04-05,Orleans,Louisiana,4066,161,99819499999,2020-03-29,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.0,24,8.9,0.0,I
2020-04-06,Orleans,Louisiana,4565,171,99819499999,2020-03-30,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.4,24,9.2,0.0,I
2020-04-07,Orleans,Louisiana,4942,185,99819499999,2020-03-31,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.1,24,8.0,0.0,I
2020-04-08,Orleans,Louisiana,5070,208,99819499999,2020-04-01,30.0166666,-90.1166666,4.0,Orleans_LA.csv,62.9,24,11.9,0.0,I
2020-04-09,Orleans,Louisiana,5242,224,99819499999,2020-04-02,30.0166666,-90.1166666,4.0,Orleans_LA.csv,67.1,21,5.5,0.0,I
2020-04-10,Orleans,Louisiana,5416,225,99819499999,2020-04-03,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.3,24,2.4,0.0,I
2020-04-11,Orleans,Louisiana,5535,232,99819499999,2020-04-04,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.2,24,4.1,0.0,I
2020-04-12,Orleans,Louisiana,5600,235,99819499999,2020-04-05,30.0166666,-90.1166666,4.0,Orleans_LA.csv,68.8,24,6.0,0.0,I
2020-04-13,Orleans,Louisiana,5651,244,99819499999,2020-04-06,30.0166666,-90.1166666,4.0,Orleans_LA.csv,72.0,23,2.7,0.0,I
2020-04-14,Orleans,Louisiana,5718,276,99819499999,2020-04-07,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.1,24,5.3,0.0,I
2020-04-15,Orleans,Louisiana,5769,287,99819499999,2020-04-08,30.0166666,-90.1166666,4.0,Orleans_LA.csv,78.6,23,6.5,0.0,I
2020-04-16,Orleans,Louisiana,5847,302,99819499999,2020-04-09,30.0166666,-90.1166666,4.0,Orleans_LA.csv,77.0,24,5.3,0.0,I
2020-04-17,Orleans,Louisiana,5906,317,99819499999,2020-04-10,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.6,24,12.7,0.0,I
2020-04-18,Orleans,Louisiana,5953,324,99819499999,2020-04-11,30.0166666,-90.1166666,4.0,Orleans_LA.csv,68.6,24,6.8,0.0,I
2020-04-19,Orleans,Louisiana,6000,329,99819499999,2020-04-12,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.2,24,8.4,0.0,I
2020-04-20,Orleans,Louisiana,6148,339,99819499999,2020-04-13,30.0166666,-90.1166666,4.0,Orleans_LA.csv,73.2,24,6.5,0.0,I
2020-04-21,Orleans,Louisiana,6169,344,99819499999,2020-04-14,30.0166666,-90.1166666,4.0,Orleans_LA.csv,62.5,24,11.5,0.0,I
2020-04-22,Orleans,Louisiana,6209,367,99819499999,2020-04-15,30.0166666,-90.1166666,4.0,Orleans_LA.csv,60.6,24,16.6,0.0,I
2020-04-23,Orleans,Louisiana,6263,387,99819499999,2020-04-16,30.0166666,-90.1166666,4.0,Orleans_LA.csv,64.1,24,12.9,0.0,I
2020-04-24,Orleans,Louisiana,6286,392,99819499999,2020-04-17,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.1,24,2.7,0.0,I
2020-04-25,Orleans,Louisiana,6297,399,99819499999,2020-04-18,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.2,24,2.2,0.0,I
2020-04-26,Orleans,Louisiana,6342,406,99819499999,2020-04-19,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.6,24,8.2,0.0,I
2020-04-27,Orleans,Louisiana,6365,406,99819499999,2020-04-20,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.1,24,7.0,0.0,I
2020-04-28,Orleans,Louisiana,6380,410,99819499999,2020-04-21,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.5,24,3.9,0.0,I
2020-04-29,Orleans,Louisiana,6420,416,99819499999,2020-04-22,30.0166666,-90.1166666,4.0,Orleans_LA.csv,74.6,24,4.2,0.0,I
2020-04-30,Orleans,Louisiana,6452,434,99819499999,2020-04-23,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.8,24,8.5,0.0,I
2020-05-01,Orleans,Louisiana,6495,437,99819499999,2020-04-24,30.0166666,-90.1166666,4.0,Orleans_LA.csv,73.3,23,6.4,0.0,I
2020-05-02,Orleans,Louisiana,6524,439,99819499999,2020-04-25,30.0166666,-90.1166666,4.0,Orleans_LA.csv,74.0,24,4.3,0.0,I
2020-05-03,Orleans,Louisiana,6538,441,99819499999,2020-04-26,30.0166666,-90.1166666,4.0,Orleans_LA.csv,72.0,24,8.8,0.0,I
2020-05-04,Orleans,Louisiana,6557,447,99819499999,2020-04-27,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.1,24,10.4,0.0,I
2020-05-05,Orleans,Louisiana,6575,453,99819499999,2020-04-28,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.4,24,4.6,0.0,I
2020-05-06,Orleans,Louisiana,6608,464,99819499999,2020-04-29,30.0166666,-90.1166666,4.0,Orleans_LA.csv,68.0,24,9.2,0.0,I
2020-05-07,Orleans,Louisiana,6626,463,99819499999,2020-04-30,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.5,24,7.0,0.0,I
2020-05-08,Orleans,Louisiana,6645,463,99819499999,2020-05-01,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.6,24,4.4,0.0,I
2020-05-09,Orleans,Louisiana,6674,468,99819499999,2020-05-02,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.1,24,4.1,0.0,I
2020-05-10,Orleans,Louisiana,6682,468,99819499999,2020-05-03,30.0166666,-90.1166666,4.0,Orleans_LA.csv,73.5,24,4.5,0.0,I
2020-05-11,Orleans,Louisiana,6693,470,99819499999,2020-05-04,30.0166666,-90.1166666,4.0,Orleans_LA.csv,73.9,24,5.2,0.0,I
2020-05-12,Orleans,Louisiana,6718,477,99819499999,2020-05-05,30.0166666,-90.1166666,4.0,Orleans_LA.csv,75.5,24,3.7,0.0,I
2020-05-13,Orleans,Louisiana,6753,481,99819499999,2020-05-06,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.5,24,9.0,0.0,I
2020-05-14,Orleans,Louisiana,6768,482,99819499999,2020-05-07,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.8,24,12.3,0.0,I
2020-05-15,Orleans,Louisiana,6787,489,99819499999,2020-05-08,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.0,24,6.3,0.0,I
2020-05-16,Orleans,Louisiana,6781,495,99819499999,2020-05-09,30.0166666,-90.1166666,4.0,Orleans_LA.csv,64.5,24,15.8,0.0,I
2020-05-17,Orleans,Louisiana,6809,495,99819499999,2020-05-10,30.0166666,-90.1166666,4.0,Orleans_LA.csv,67.0,24,7.9,0.0,I
2020-05-18,Orleans,Louisiana,6822,495,99819499999,2020-05-11,30.0166666,-90.1166666,4.0,Orleans_LA.csv,71.9,24,7.6,0.0,I
2020-05-19,Orleans,Louisiana,6869,494,99819499999,2020-05-12,30.0166666,-90.1166666,4.0,Orleans_LA.csv,72.7,24,5.2,0.0,I
2020-05-20,Orleans,Louisiana,6884,500,99819499999,2020-05-13,30.0166666,-90.1166666,4.0,Orleans_LA.csv,76.0,21,3.4,0.0,I
