Station ID,Date,Latitude,Longitude,Elevation,Monmouth_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99728999999,2020-01-01,40.47,-74.0,10.0,Monmouth_NJ.csv,40.0,24,20.1,0.0,I
99728999999,2020-01-02,40.47,-74.0,10.0,Monmouth_NJ.csv,39.1,24,8.7,0.0,I
99728999999,2020-01-03,40.47,-74.0,10.0,Monmouth_NJ.csv,44.7,24,4.8,0.0,I
99728999999,2020-01-04,40.47,-74.0,10.0,Monmouth_NJ.csv,45.9,24,5.6,0.0,I
99728999999,2020-01-05,40.47,-74.0,10.0,Monmouth_NJ.csv,41.1,24,21.9,0.0,I
99728999999,2020-01-06,40.47,-74.0,10.0,Monmouth_NJ.csv,37.5,24,10.8,0.0,I
99728999999,2020-01-07,40.47,-74.0,10.0,Monmouth_NJ.csv,41.0,24,10.2,0.0,I
99728999999,2020-01-08,40.47,-74.0,10.0,Monmouth_NJ.csv,36.7,23,17.9,0.0,I
99728999999,2020-01-09,40.47,-74.0,10.0,Monmouth_NJ.csv,29.1,24,13.9,0.0,I
99728999999,2020-01-10,40.47,-74.0,10.0,Monmouth_NJ.csv,37.9,24,6.0,0.0,I
99728999999,2020-01-11,40.47,-74.0,10.0,Monmouth_NJ.csv,53.9,21,10.9,0.0,I
99728999999,2020-01-12,40.47,-74.0,10.0,Monmouth_NJ.csv,58.9,23,18.9,0.0,I
99728999999,2020-01-13,40.47,-74.0,10.0,Monmouth_NJ.csv,44.2,19,8.3,0.0,I
99728999999,2020-01-14,40.47,-74.0,10.0,Monmouth_NJ.csv,43.1,24,6.3,0.0,I
99728999999,2020-01-15,40.47,-74.0,10.0,Monmouth_NJ.csv,45.2,24,8.4,0.0,I
99728999999,2020-01-16,40.47,-74.0,10.0,Monmouth_NJ.csv,44.8,24,6.2,0.0,I
99728999999,2020-01-17,40.47,-74.0,10.0,Monmouth_NJ.csv,30.2,24,12.8,0.0,I
99728999999,2020-01-18,40.47,-74.0,10.0,Monmouth_NJ.csv,24.9,24,3.6,0.0,I
99728999999,2020-01-19,40.47,-74.0,10.0,Monmouth_NJ.csv,38.9,24,6.7,0.0,I
99728999999,2020-01-20,40.47,-74.0,10.0,Monmouth_NJ.csv,28.0,24,6.8,0.0,I
99728999999,2020-01-21,40.47,-74.0,10.0,Monmouth_NJ.csv,26.3,24,5.4,0.0,I
99728999999,2020-01-22,40.47,-74.0,10.0,Monmouth_NJ.csv,30.9,24,3.3,0.0,I
99728999999,2020-01-23,40.47,-74.0,10.0,Monmouth_NJ.csv,35.1,24,2.2,0.0,I
99728999999,2020-01-24,40.47,-74.0,10.0,Monmouth_NJ.csv,39.9,24,1.8,0.0,I
99728999999,2020-01-25,40.47,-74.0,10.0,Monmouth_NJ.csv,43.5,24,10.4,0.0,I
99728999999,2020-01-26,40.47,-74.0,10.0,Monmouth_NJ.csv,41.8,24,7.2,0.0,I
99728999999,2020-01-27,40.47,-74.0,10.0,Monmouth_NJ.csv,40.1,24,6.7,0.0,I
99728999999,2020-01-28,40.47,-74.0,10.0,Monmouth_NJ.csv,40.1,23,7.4,0.0,I
99728999999,2020-01-29,40.47,-74.0,10.0,Monmouth_NJ.csv,37.0,23,8.1,0.0,I
99728999999,2020-01-30,40.47,-74.0,10.0,Monmouth_NJ.csv,31.9,24,3.6,0.0,I
99728999999,2020-01-31,40.47,-74.0,10.0,Monmouth_NJ.csv,38.3,24,3.3,0.0,I
99728999999,2020-02-01,40.47,-74.0,10.0,Monmouth_NJ.csv,39.2,24,0.8,0.0,I
99728999999,2020-02-02,40.47,-74.0,10.0,Monmouth_NJ.csv,39.1,24,7.5,0.0,I
99728999999,2020-02-03,40.47,-74.0,10.0,Monmouth_NJ.csv,41.8,24,3.9,0.0,I
99728999999,2020-02-04,40.47,-74.0,10.0,Monmouth_NJ.csv,46.4,23,2.4,0.0,I
99728999999,2020-02-05,40.47,-74.0,10.0,Monmouth_NJ.csv,44.9,24,3.5,0.0,I
99728999999,2020-02-06,40.47,-74.0,10.0,Monmouth_NJ.csv,40.6,24,3.9,0.0,I
99728999999,2020-02-07,40.47,-74.0,10.0,Monmouth_NJ.csv,43.4,24,7.5,0.0,I
99728999999,2020-02-08,40.47,-74.0,10.0,Monmouth_NJ.csv,36.1,24,8.7,0.0,I
99728999999,2020-02-09,40.47,-74.0,10.0,Monmouth_NJ.csv,38.3,24,4.1,0.0,I
99728999999,2020-02-10,40.47,-74.0,10.0,Monmouth_NJ.csv,43.5,24,6.5,0.0,I
99728999999,2020-02-11,40.47,-74.0,10.0,Monmouth_NJ.csv,43.9,24,2.5,0.0,I
99728999999,2020-02-12,40.47,-74.0,10.0,Monmouth_NJ.csv,42.3,24,7.4,0.0,I
99728999999,2020-02-13,40.47,-74.0,10.0,Monmouth_NJ.csv,39.4,24,2.9,0.0,I
99728999999,2020-02-14,40.47,-74.0,10.0,Monmouth_NJ.csv,35.5,24,5.5,0.0,I
99728999999,2020-02-15,40.47,-74.0,10.0,Monmouth_NJ.csv,22.2,24,4.5,0.0,I
99728999999,2020-02-16,40.47,-74.0,10.0,Monmouth_NJ.csv,33.8,24,6.8,0.0,I
99728999999,2020-02-17,40.47,-74.0,10.0,Monmouth_NJ.csv,40.9,24,2.8,0.0,I
99728999999,2020-02-18,40.47,-74.0,10.0,Monmouth_NJ.csv,42.0,24,4.1,0.0,I
99728999999,2020-02-19,40.47,-74.0,10.0,Monmouth_NJ.csv,43.5,24,5.8,0.0,I
99728999999,2020-02-20,40.47,-74.0,10.0,Monmouth_NJ.csv,33.7,24,5.3,0.0,I
99728999999,2020-02-21,40.47,-74.0,10.0,Monmouth_NJ.csv,27.6,24,11.1,0.0,I
99728999999,2020-02-22,40.47,-74.0,10.0,Monmouth_NJ.csv,36.2,24,14.1,0.0,I
99728999999,2020-02-23,40.47,-74.0,10.0,Monmouth_NJ.csv,43.2,24,7.8,0.0,I
99728999999,2020-02-24,40.47,-74.0,10.0,Monmouth_NJ.csv,42.8,24,6.6,0.0,I
99728999999,2020-02-25,40.47,-74.0,10.0,Monmouth_NJ.csv,45.9,24,5.6,0.0,I
99728999999,2020-02-26,40.47,-74.0,10.0,Monmouth_NJ.csv,44.0,24,5.8,0.0,I
99728999999,2020-02-27,40.47,-74.0,10.0,Monmouth_NJ.csv,41.4,24,22.9,0.0,I
99728999999,2020-02-28,40.47,-74.0,10.0,Monmouth_NJ.csv,34.3,24,23.5,0.0,I
99728999999,2020-02-29,40.47,-74.0,10.0,Monmouth_NJ.csv,33.1,24,18.6,0.0,I
99728999999,2020-03-01,40.47,-74.0,10.0,Monmouth_NJ.csv,32.0,24,17.9,0.0,I
99728999999,2020-03-02,40.47,-74.0,10.0,Monmouth_NJ.csv,43.5,24,10.3,0.0,I
99728999999,2020-03-03,40.47,-74.0,10.0,Monmouth_NJ.csv,49.8,24,11.3,0.0,I
99728999999,2020-03-04,40.47,-74.0,10.0,Monmouth_NJ.csv,47.6,24,18.3,0.0,I
99728999999,2020-03-05,40.47,-74.0,10.0,Monmouth_NJ.csv,44.4,24,10.0,0.0,I
99728999999,2020-03-06,40.47,-74.0,10.0,Monmouth_NJ.csv,41.7,24,9.1,0.0,I
99728999999,2020-03-07,40.47,-74.0,10.0,Monmouth_NJ.csv,39.9,24,13.1,0.0,I
99728999999,2020-03-08,40.47,-74.0,10.0,Monmouth_NJ.csv,42.4,24,11.7,0.0,I
99728999999,2020-03-09,40.47,-74.0,10.0,Monmouth_NJ.csv,51.9,24,10.9,0.0,I
99728999999,2020-03-10,40.47,-74.0,10.0,Monmouth_NJ.csv,57.1,24,14.5,0.0,I
99728999999,2020-03-11,40.47,-74.0,10.0,Monmouth_NJ.csv,51.5,19,10.6,0.0,I
99728999999,2020-03-12,40.47,-74.0,10.0,Monmouth_NJ.csv,44.3,24,6.3,0.0,I
99728999999,2020-03-13,40.47,-74.0,10.0,Monmouth_NJ.csv,50.1,19,12.7,0.0,I
99728999999,2020-03-14,40.47,-74.0,10.0,Monmouth_NJ.csv,48.6,13,10.0,0.0,I
99728999999,2020-03-15,40.47,-74.0,10.0,Monmouth_NJ.csv,46.2,24,8.0,0.0,I
99728999999,2020-03-16,40.47,-74.0,10.0,Monmouth_NJ.csv,39.8,24,10.8,0.0,I
99728999999,2020-03-17,40.47,-74.0,10.0,Monmouth_NJ.csv,43.8,24,7.6,0.0,I
99728999999,2020-03-18,40.47,-74.0,10.0,Monmouth_NJ.csv,46.0,24,9.9,0.0,I
99728999999,2020-03-19,40.47,-74.0,10.0,Monmouth_NJ.csv,45.7,24,7.7,0.0,I
99728999999,2020-03-20,40.47,-74.0,10.0,Monmouth_NJ.csv,51.5,24,8.1,0.0,I
99728999999,2020-03-21,40.47,-74.0,10.0,Monmouth_NJ.csv,50.9,24,12.0,0.0,I
99728999999,2020-03-22,40.47,-74.0,10.0,Monmouth_NJ.csv,39.4,24,10.8,0.0,I
99728999999,2020-03-23,40.47,-74.0,10.0,Monmouth_NJ.csv,39.4,24,17.4,0.0,I
99728999999,2020-03-24,40.47,-74.0,10.0,Monmouth_NJ.csv,43.1,24,10.2,0.0,I
99728999999,2020-03-25,40.47,-74.0,10.0,Monmouth_NJ.csv,43.7,24,12.5,0.0,I
