Station ID,Date,Latitude,Longitude,Elevation,Burlington_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99768799999,2020-01-01,40.08,-74.88,9.0,Burlington_NJ.csv,39.6,24,8.1,0.0,I
99768799999,2020-01-02,40.08,-74.88,9.0,Burlington_NJ.csv,36.4,24,3.4,0.0,I
99768799999,2020-01-03,40.08,-74.88,9.0,Burlington_NJ.csv,44.6,24,1.7,0.0,I
99768799999,2020-01-04,40.08,-74.88,9.0,Burlington_NJ.csv,47.8,24,2.1,0.0,I
99768799999,2020-01-05,40.08,-74.88,9.0,Burlington_NJ.csv,40.8,24,8.5,0.0,I
99768799999,2020-01-06,40.08,-74.88,9.0,Burlington_NJ.csv,39.4,24,6.8,0.0,I
99768799999,2020-01-07,40.08,-74.88,9.0,Burlington_NJ.csv,39.4,24,4.1,0.0,I
99768799999,2020-01-08,40.08,-74.88,9.0,Burlington_NJ.csv,34.8,24,9.4,0.0,I
99768799999,2020-01-09,40.08,-74.88,9.0,Burlington_NJ.csv,28.9,24,4.9,0.0,I
99768799999,2020-01-10,40.08,-74.88,9.0,Burlington_NJ.csv,36.8,24,2.9,0.0,I
99768799999,2020-01-11,40.08,-74.88,9.0,Burlington_NJ.csv,55.9,22,4.7,0.0,I
99768799999,2020-01-12,40.08,-74.88,9.0,Burlington_NJ.csv,63.3,24,13.0,0.0,I
99768799999,2020-01-13,40.08,-74.88,9.0,Burlington_NJ.csv,44.4,21,3.2,0.0,I
99768799999,2020-01-14,40.08,-74.88,9.0,Burlington_NJ.csv,40.5,24,1.9,0.0,I
99768799999,2020-01-15,40.08,-74.88,9.0,Burlington_NJ.csv,45.6,24,3.5,0.0,I
99768799999,2020-01-16,40.08,-74.88,9.0,Burlington_NJ.csv,45.0,24,3.8,0.0,I
99768799999,2020-01-17,40.08,-74.88,9.0,Burlington_NJ.csv,30.8,24,3.8,0.0,I
99768799999,2020-01-18,40.08,-74.88,9.0,Burlington_NJ.csv,23.5,24,1.0,0.0,I
99768799999,2020-01-19,40.08,-74.88,9.0,Burlington_NJ.csv,37.8,24,3.4,0.0,I
99768799999,2020-01-20,40.08,-74.88,9.0,Burlington_NJ.csv,27.4,24,3.7,0.0,I
99768799999,2020-01-21,40.08,-74.88,9.0,Burlington_NJ.csv,25.5,24,1.4,0.0,I
99768799999,2020-01-22,40.08,-74.88,9.0,Burlington_NJ.csv,29.3,24,0.6,0.0,I
99768799999,2020-01-23,40.08,-74.88,9.0,Burlington_NJ.csv,31.8,24,0.3,0.0,I
99768799999,2020-01-24,40.08,-74.88,9.0,Burlington_NJ.csv,38.2,24,1.4,0.0,I
99768799999,2020-01-25,40.08,-74.88,9.0,Burlington_NJ.csv,44.9,24,4.2,0.0,I
99768799999,2020-01-26,40.08,-74.88,9.0,Burlington_NJ.csv,40.9,24,5.5,0.0,I
99768799999,2020-01-27,40.08,-74.88,9.0,Burlington_NJ.csv,40.2,24,3.0,0.0,I
99768799999,2020-01-28,40.08,-74.88,9.0,Burlington_NJ.csv,39.6,24,2.9,0.0,I
99768799999,2020-01-29,40.08,-74.88,9.0,Burlington_NJ.csv,38.1,24,2.3,0.0,I
99768799999,2020-01-30,40.08,-74.88,9.0,Burlington_NJ.csv,31.8,24,1.1,0.0,I
99768799999,2020-01-31,40.08,-74.88,9.0,Burlington_NJ.csv,36.3,24,1.2,0.0,I
99768799999,2020-02-01,40.08,-74.88,9.0,Burlington_NJ.csv,38.7,24,1.3,0.0,I
99768799999,2020-02-02,40.08,-74.88,9.0,Burlington_NJ.csv,38.5,24,4.1,0.0,I
99768799999,2020-02-03,40.08,-74.88,9.0,Burlington_NJ.csv,43.0,24,2.3,0.0,I
99768799999,2020-02-04,40.08,-74.88,9.0,Burlington_NJ.csv,46.6,23,1.1,0.0,I
99768799999,2020-02-05,40.08,-74.88,9.0,Burlington_NJ.csv,45.5,24,1.6,0.0,I
99768799999,2020-02-06,40.08,-74.88,9.0,Burlington_NJ.csv,39.8,24,1.6,0.0,I
99768799999,2020-02-07,40.08,-74.88,9.0,Burlington_NJ.csv,45.0,24,5.7,0.0,I
99768799999,2020-02-08,40.08,-74.88,9.0,Burlington_NJ.csv,36.2,24,6.0,0.0,I
99768799999,2020-02-09,40.08,-74.88,9.0,Burlington_NJ.csv,37.2,24,2.1,0.0,I
99768799999,2020-02-10,40.08,-74.88,9.0,Burlington_NJ.csv,43.3,24,3.2,0.0,I
99768799999,2020-02-11,40.08,-74.88,9.0,Burlington_NJ.csv,45.6,24,1.2,0.0,I
99768799999,2020-02-12,40.08,-74.88,9.0,Burlington_NJ.csv,43.2,24,3.0,0.0,I
99768799999,2020-02-13,40.08,-74.88,9.0,Burlington_NJ.csv,40.3,24,1.3,0.0,I
99768799999,2020-02-14,40.08,-74.88,9.0,Burlington_NJ.csv,35.8,24,4.7,0.0,I
99768799999,2020-02-15,40.08,-74.88,9.0,Burlington_NJ.csv,22.3,24,1.2,0.0,I
99768799999,2020-02-16,40.08,-74.88,9.0,Burlington_NJ.csv,33.1,24,2.5,0.0,I
99768799999,2020-02-17,40.08,-74.88,9.0,Burlington_NJ.csv,41.8,24,0.8,0.0,I
99768799999,2020-02-18,40.08,-74.88,9.0,Burlington_NJ.csv,44.7,24,1.7,0.0,I
99768799999,2020-02-19,40.08,-74.88,9.0,Burlington_NJ.csv,46.9,24,2.5,0.0,I
99768799999,2020-02-20,40.08,-74.88,9.0,Burlington_NJ.csv,34.3,23,1.4,0.0,I
99768799999,2020-02-21,40.08,-74.88,9.0,Burlington_NJ.csv,28.3,24,5.0,0.0,I
99768799999,2020-02-22,40.08,-74.88,9.0,Burlington_NJ.csv,36.1,24,8.4,0.0,I
99768799999,2020-02-23,40.08,-74.88,9.0,Burlington_NJ.csv,41.6,24,4.5,0.0,I
99768799999,2020-02-24,40.08,-74.88,9.0,Burlington_NJ.csv,43.8,24,1.5,0.0,I
99768799999,2020-02-25,40.08,-74.88,9.0,Burlington_NJ.csv,48.2,24,4.1,0.0,I
99768799999,2020-02-26,40.08,-74.88,9.0,Burlington_NJ.csv,46.3,24,4.0,0.0,I
99768799999,2020-02-27,40.08,-74.88,9.0,Burlington_NJ.csv,41.6,24,15.1,0.0,I
99768799999,2020-02-28,40.08,-74.88,9.0,Burlington_NJ.csv,34.8,24,15.7,0.0,I
99768799999,2020-02-29,40.08,-74.88,9.0,Burlington_NJ.csv,32.4,24,7.8,0.0,I
99768799999,2020-03-01,40.08,-74.88,9.0,Burlington_NJ.csv,33.5,24,7.3,0.0,I
99768799999,2020-03-02,40.08,-74.88,9.0,Burlington_NJ.csv,44.8,24,5.1,0.0,I
99768799999,2020-03-03,40.08,-74.88,9.0,Burlington_NJ.csv,52.5,24,5.7,0.0,I
99768799999,2020-03-04,40.08,-74.88,9.0,Burlington_NJ.csv,49.3,24,11.2,0.0,I
99768799999,2020-03-05,40.08,-74.88,9.0,Burlington_NJ.csv,47.5,24,4.4,0.0,I
99768799999,2020-03-06,40.08,-74.88,9.0,Burlington_NJ.csv,40.5,24,3.5,0.0,I
99768799999,2020-03-07,40.08,-74.88,9.0,Burlington_NJ.csv,39.4,24,5.7,0.0,I
99768799999,2020-03-08,40.08,-74.88,9.0,Burlington_NJ.csv,42.7,24,5.8,0.0,I
99768799999,2020-03-09,40.08,-74.88,9.0,Burlington_NJ.csv,52.9,24,6.9,0.0,I
99768799999,2020-03-10,40.08,-74.88,9.0,Burlington_NJ.csv,58.9,24,8.6,0.0,I
99768799999,2020-03-11,40.08,-74.88,9.0,Burlington_NJ.csv,55.3,19,5.5,0.0,I
99768799999,2020-03-12,40.08,-74.88,9.0,Burlington_NJ.csv,45.6,24,3.6,0.0,I
99768799999,2020-03-13,40.08,-74.88,9.0,Burlington_NJ.csv,55.4,18,9.4,0.0,I
99768799999,2020-03-14,40.08,-74.88,9.0,Burlington_NJ.csv,50.8,14,6.1,0.0,I
99768799999,2020-03-15,40.08,-74.88,9.0,Burlington_NJ.csv,46.9,24,3.4,0.0,I
99768799999,2020-03-16,40.08,-74.88,9.0,Burlington_NJ.csv,41.8,24,6.4,0.0,I
99768799999,2020-03-17,40.08,-74.88,9.0,Burlington_NJ.csv,44.8,24,4.8,0.0,I
99768799999,2020-03-18,40.08,-74.88,9.0,Burlington_NJ.csv,48.7,24,4.3,0.0,I
99768799999,2020-03-19,40.08,-74.88,9.0,Burlington_NJ.csv,46.3,24,5.1,0.0,I
99768799999,2020-03-20,40.08,-74.88,9.0,Burlington_NJ.csv,56.9,24,7.3,0.0,I
99768799999,2020-03-21,40.08,-74.88,9.0,Burlington_NJ.csv,54.6,24,5.8,0.0,I
99768799999,2020-03-22,40.08,-74.88,9.0,Burlington_NJ.csv,41.1,24,6.2,0.0,I
99768799999,2020-03-23,40.08,-74.88,9.0,Burlington_NJ.csv,40.4,24,8.4,0.0,I
99768799999,2020-03-24,40.08,-74.88,9.0,Burlington_NJ.csv,44.6,24,4.1,0.0,I
99768799999,2020-03-25,40.08,-74.88,9.0,Burlington_NJ.csv,44.6,24,8.1,0.0,I
99768799999,2020-03-26,40.08,-74.88,9.0,Burlington_NJ.csv,45.4,24,4.2,0.0,I
99768799999,2020-03-27,40.08,-74.88,9.0,Burlington_NJ.csv,55.7,24,4.7,0.0,I
99768799999,2020-03-28,40.08,-74.88,9.0,Burlington_NJ.csv,50.2,24,4.6,0.0,I
99768799999,2020-03-29,40.08,-74.88,9.0,Burlington_NJ.csv,48.2,24,6.1,0.0,I
99768799999,2020-03-30,40.08,-74.88,9.0,Burlington_NJ.csv,48.9,24,3.6,0.0,I
99768799999,2020-03-31,40.08,-74.88,9.0,Burlington_NJ.csv,44.6,24,5.2,0.0,I
99768799999,2020-04-01,40.08,-74.88,9.0,Burlington_NJ.csv,45.0,24,6.6,0.0,I
99768799999,2020-04-02,40.08,-74.88,9.0,Burlington_NJ.csv,46.7,21,7.0,0.0,I
99768799999,2020-04-03,40.08,-74.88,9.0,Burlington_NJ.csv,51.1,24,7.1,0.0,I
99768799999,2020-04-04,40.08,-74.88,9.0,Burlington_NJ.csv,51.1,24,5.0,0.0,I
99768799999,2020-04-05,40.08,-74.88,9.0,Burlington_NJ.csv,52.9,24,4.6,0.0,I
99768799999,2020-04-06,40.08,-74.88,9.0,Burlington_NJ.csv,57.1,24,4.2,0.0,I
99768799999,2020-04-07,40.08,-74.88,9.0,Burlington_NJ.csv,54.8,24,3.3,0.0,I
99768799999,2020-04-08,40.08,-74.88,9.0,Burlington_NJ.csv,59.9,23,4.2,0.0,I
99768799999,2020-04-09,40.08,-74.88,9.0,Burlington_NJ.csv,52.5,24,6.9,0.0,I
99768799999,2020-04-10,40.08,-74.88,9.0,Burlington_NJ.csv,45.4,24,14.7,0.0,I
99768799999,2020-04-11,40.08,-74.88,9.0,Burlington_NJ.csv,45.3,24,9.9,0.0,I
99768799999,2020-04-12,40.08,-74.88,9.0,Burlington_NJ.csv,53.1,24,4.7,0.0,I
99768799999,2020-04-13,40.08,-74.88,9.0,Burlington_NJ.csv,62.4,24,13.1,0.0,I
99768799999,2020-04-14,40.08,-74.88,9.0,Burlington_NJ.csv,53.7,24,6.6,0.0,I
99768799999,2020-04-15,40.08,-74.88,9.0,Burlington_NJ.csv,46.2,24,6.6,0.0,I
