Station ID,Date,Latitude,Longitude,Elevation,Orleans_LA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99819499999,2020-01-01,30.0166666,-90.1166666,4.0,Orleans_LA.csv,54.9,23,4.3,0.0,I
99819499999,2020-01-02,30.0166666,-90.1166666,4.0,Orleans_LA.csv,66.5,22,7.5,0.0,I
99819499999,2020-01-03,30.0166666,-90.1166666,4.0,Orleans_LA.csv,62.6,23,6.3,0.0,I
99819499999,2020-01-04,30.0166666,-90.1166666,4.0,Orleans_LA.csv,58.5,24,4.4,0.0,I
99819499999,2020-01-05,30.0166666,-90.1166666,4.0,Orleans_LA.csv,55.8,23,5.4,0.0,I
99819499999,2020-01-06,30.0166666,-90.1166666,4.0,Orleans_LA.csv,58.3,24,5.7,0.0,I
99819499999,2020-01-07,30.0166666,-90.1166666,4.0,Orleans_LA.csv,59.0,23,8.5,0.0,I
99819499999,2020-01-08,30.0166666,-90.1166666,4.0,Orleans_LA.csv,56.3,24,7.7,0.0,I
99819499999,2020-01-09,30.0166666,-90.1166666,4.0,Orleans_LA.csv,60.2,23,1.9,0.0,I
99819499999,2020-01-10,30.0166666,-90.1166666,4.0,Orleans_LA.csv,68.8,24,3.5,0.0,I
99819499999,2020-01-11,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.0,20,9.4,0.0,I
99819499999,2020-01-12,30.0166666,-90.1166666,4.0,Orleans_LA.csv,55.8,22,6.9,0.0,I
99819499999,2020-01-13,30.0166666,-90.1166666,4.0,Orleans_LA.csv,59.9,18,5.2,0.0,I
99819499999,2020-01-14,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.0,24,3.8,0.0,I
99819499999,2020-01-15,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.7,23,2.6,0.0,I
99819499999,2020-01-16,30.0166666,-90.1166666,4.0,Orleans_LA.csv,67.3,24,1.3,0.0,I
99819499999,2020-01-17,30.0166666,-90.1166666,4.0,Orleans_LA.csv,63.3,23,4.5,0.0,I
99819499999,2020-01-18,30.0166666,-90.1166666,4.0,Orleans_LA.csv,70.3,22,3.0,0.0,I
99819499999,2020-01-19,30.0166666,-90.1166666,4.0,Orleans_LA.csv,59.0,24,7.3,0.0,I
99819499999,2020-01-20,30.0166666,-90.1166666,4.0,Orleans_LA.csv,47.2,21,6.1,0.0,I
99819499999,2020-01-21,30.0166666,-90.1166666,4.0,Orleans_LA.csv,42.9,24,7.6,0.0,I
99819499999,2020-01-22,30.0166666,-90.1166666,4.0,Orleans_LA.csv,43.9,24,4.2,0.0,I
99819499999,2020-01-23,30.0166666,-90.1166666,4.0,Orleans_LA.csv,53.3,24,0.7,0.0,I
99819499999,2020-01-24,30.0166666,-90.1166666,4.0,Orleans_LA.csv,55.6,24,1.5,0.0,I
99819499999,2020-01-25,30.0166666,-90.1166666,4.0,Orleans_LA.csv,53.6,22,1.6,0.0,I
99819499999,2020-01-26,30.0166666,-90.1166666,4.0,Orleans_LA.csv,53.2,21,2.0,0.0,I
99819499999,2020-01-27,30.0166666,-90.1166666,4.0,Orleans_LA.csv,53.7,24,2.7,0.0,I
99819499999,2020-01-28,30.0166666,-90.1166666,4.0,Orleans_LA.csv,53.3,23,2.8,0.0,I
99819499999,2020-01-29,30.0166666,-90.1166666,4.0,Orleans_LA.csv,57.1,22,2.1,0.0,I
99819499999,2020-01-30,30.0166666,-90.1166666,4.0,Orleans_LA.csv,52.5,23,5.8,0.0,I
99819499999,2020-01-31,30.0166666,-90.1166666,4.0,Orleans_LA.csv,54.6,23,6.3,0.0,I
99819499999,2020-02-01,30.0166666,-90.1166666,4.0,Orleans_LA.csv,53.0,23,1.7,0.0,I
99819499999,2020-02-02,30.0166666,-90.1166666,4.0,Orleans_LA.csv,57.0,24,2.8,0.0,I
99819499999,2020-02-03,30.0166666,-90.1166666,4.0,Orleans_LA.csv,61.4,24,3.1,0.0,I
99819499999,2020-02-04,30.0166666,-90.1166666,4.0,Orleans_LA.csv,66.8,22,3.1,0.0,I
99819499999,2020-02-05,30.0166666,-90.1166666,4.0,Orleans_LA.csv,69.3,24,2.2,0.0,I
99819499999,2020-02-06,30.0166666,-90.1166666,4.0,Orleans_LA.csv,62.6,20,5.9,0.0,I
99819499999,2020-02-07,30.0166666,-90.1166666,4.0,Orleans_LA.csv,47.4,22,3.5,0.0,I
99819499999,2020-02-08,30.0166666,-90.1166666,4.0,Orleans_LA.csv,56.8,22,3.5,0.0,I
99819499999,2020-02-09,30.0166666,-90.1166666,4.0,Orleans_LA.csv,61.7,24,1.4,0.0,I
