Station ID,Date,Latitude,Longitude,Elevation,Providence_RI.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99727899999,2020-01-01,41.8,-71.4,10.0,Providence_RI.csv,38.4,24,7.8,0.0,I
99727899999,2020-01-02,41.8,-71.4,10.0,Providence_RI.csv,38.3,24,6.8,0.0,I
99727899999,2020-01-03,41.8,-71.4,10.0,Providence_RI.csv,45.0,24,5.1,0.0,I
99727899999,2020-01-04,41.8,-71.4,10.0,Providence_RI.csv,44.1,24,2.3,0.0,I
99727899999,2020-01-05,41.8,-71.4,10.0,Providence_RI.csv,38.5,24,12.3,0.0,I
99727899999,2020-01-06,41.8,-71.4,10.0,Providence_RI.csv,32.6,24,4.6,0.0,I
99727899999,2020-01-07,41.8,-71.4,10.0,Providence_RI.csv,36.4,24,4.7,0.0,I
99727899999,2020-01-08,41.8,-71.4,10.0,Providence_RI.csv,34.9,24,7.8,0.0,I
99727899999,2020-01-09,41.8,-71.4,10.0,Providence_RI.csv,26.9,24,13.7,0.0,I
99727899999,2020-01-10,41.8,-71.4,10.0,Providence_RI.csv,36.0,24,4.2,0.0,I
99727899999,2020-01-11,41.8,-71.4,10.0,Providence_RI.csv,54.7,21,10.5,0.0,I
99727899999,2020-01-12,41.8,-71.4,10.0,Providence_RI.csv,63.0,23,15.2,0.0,I
99727899999,2020-01-13,41.8,-71.4,10.0,Providence_RI.csv,41.4,19,6.5,0.0,I
99727899999,2020-01-14,41.8,-71.4,10.0,Providence_RI.csv,39.1,24,3.3,0.0,I
99727899999,2020-01-15,41.8,-71.4,10.0,Providence_RI.csv,43.0,24,5.3,0.0,I
99727899999,2020-01-16,41.8,-71.4,10.0,Providence_RI.csv,40.3,24,3.6,0.0,I
99727899999,2020-01-17,41.8,-71.4,10.0,Providence_RI.csv,25.1,24,6.9,0.0,I
99727899999,2020-01-18,41.8,-71.4,10.0,Providence_RI.csv,17.8,24,3.5,0.0,I
99727899999,2020-01-19,41.8,-71.4,10.0,Providence_RI.csv,33.6,24,2.7,0.0,I
99727899999,2020-01-20,41.8,-71.4,10.0,Providence_RI.csv,25.0,24,4.1,0.0,I
99727899999,2020-01-21,41.8,-71.4,10.0,Providence_RI.csv,21.6,24,3.3,0.0,I
99727899999,2020-01-22,41.8,-71.4,10.0,Providence_RI.csv,25.1,24,0.9,0.0,I
99727899999,2020-01-23,41.8,-71.4,10.0,Providence_RI.csv,32.7,24,1.1,0.0,I
99727899999,2020-01-24,41.8,-71.4,10.0,Providence_RI.csv,38.4,24,0.9,0.0,I
99727899999,2020-01-25,41.8,-71.4,10.0,Providence_RI.csv,40.3,22,4.1,0.0,I
99727899999,2020-01-26,41.8,-71.4,10.0,Providence_RI.csv,46.4,24,3.7,0.0,I
99727899999,2020-01-27,41.8,-71.4,10.0,Providence_RI.csv,39.7,24,2.9,0.0,I
99727899999,2020-01-28,41.8,-71.4,10.0,Providence_RI.csv,39.4,24,3.6,0.0,I
99727899999,2020-01-29,41.8,-71.4,10.0,Providence_RI.csv,35.4,24,4.7,0.0,I
99727899999,2020-01-30,41.8,-71.4,10.0,Providence_RI.csv,29.4,24,2.4,0.0,I
99727899999,2020-01-31,41.8,-71.4,10.0,Providence_RI.csv,33.8,24,1.9,0.0,I
99727899999,2020-02-01,41.8,-71.4,10.0,Providence_RI.csv,36.7,24,0.8,0.0,I
99727899999,2020-02-02,41.8,-71.4,10.0,Providence_RI.csv,38.3,24,3.2,0.0,I
99727899999,2020-02-03,41.8,-71.4,10.0,Providence_RI.csv,39.6,24,1.9,0.0,I
99727899999,2020-02-04,41.8,-71.4,10.0,Providence_RI.csv,39.2,23,0.9,0.0,I
99727899999,2020-02-05,41.8,-71.4,10.0,Providence_RI.csv,40.2,24,1.0,0.0,I
99727899999,2020-02-06,41.8,-71.4,10.0,Providence_RI.csv,36.4,24,1.5,0.0,I
99727899999,2020-02-07,41.8,-71.4,10.0,Providence_RI.csv,40.0,24,1.8,0.0,I
99727899999,2020-02-08,41.8,-71.4,10.0,Providence_RI.csv,30.8,23,8.5,0.0,I
99727899999,2020-02-09,41.8,-71.4,10.0,Providence_RI.csv,29.2,24,2.9,0.0,I
99727899999,2020-02-10,41.8,-71.4,10.0,Providence_RI.csv,42.4,24,6.5,0.0,I
99727899999,2020-02-11,41.8,-71.4,10.0,Providence_RI.csv,42.0,24,2.6,0.0,I
99727899999,2020-02-12,41.8,-71.4,10.0,Providence_RI.csv,40.3,24,4.6,0.0,I
99727899999,2020-02-13,41.8,-71.4,10.0,Providence_RI.csv,38.0,23,3.1,0.0,I
99727899999,2020-02-14,41.8,-71.4,10.0,Providence_RI.csv,32.5,22,2.2,0.0,I
99727899999,2020-02-15,41.8,-71.4,10.0,Providence_RI.csv,18.0,23,3.6,0.0,I
99727899999,2020-02-16,41.8,-71.4,10.0,Providence_RI.csv,32.5,23,2.8,0.0,I
99727899999,2020-02-17,41.8,-71.4,10.0,Providence_RI.csv,37.7,24,2.4,0.0,I
99727899999,2020-02-18,41.8,-71.4,10.0,Providence_RI.csv,35.4,24,3.2,0.0,I
99727899999,2020-02-19,41.8,-71.4,10.0,Providence_RI.csv,39.9,24,5.6,0.0,I
99727899999,2020-02-20,41.8,-71.4,10.0,Providence_RI.csv,29.9,24,5.8,0.0,I
99727899999,2020-02-21,41.8,-71.4,10.0,Providence_RI.csv,24.6,24,7.4,0.0,I
99727899999,2020-02-22,41.8,-71.4,10.0,Providence_RI.csv,34.1,24,5.6,0.0,I
99727899999,2020-02-23,41.8,-71.4,10.0,Providence_RI.csv,40.8,24,4.2,0.0,I
99727899999,2020-02-24,41.8,-71.4,10.0,Providence_RI.csv,42.3,24,7.5,0.0,I
99727899999,2020-02-25,41.8,-71.4,10.0,Providence_RI.csv,44.8,24,5.4,0.0,I
99727899999,2020-02-26,41.8,-71.4,10.0,Providence_RI.csv,46.0,23,4.0,0.0,I
99727899999,2020-02-27,41.8,-71.4,10.0,Providence_RI.csv,44.3,23,11.1,0.0,I
99727899999,2020-02-28,41.8,-71.4,10.0,Providence_RI.csv,33.6,24,12.1,0.0,I
99727899999,2020-02-29,41.8,-71.4,10.0,Providence_RI.csv,32.1,24,7.0,0.0,I
99727899999,2020-03-01,41.8,-71.4,10.0,Providence_RI.csv,26.3,24,10.0,0.0,I
99727899999,2020-03-02,41.8,-71.4,10.0,Providence_RI.csv,36.8,24,6.7,0.0,I
99727899999,2020-03-03,41.8,-71.4,10.0,Providence_RI.csv,51.1,24,8.3,0.0,I
99727899999,2020-03-04,41.8,-71.4,10.0,Providence_RI.csv,48.8,23,12.5,0.0,I
99727899999,2020-03-05,41.8,-71.4,10.0,Providence_RI.csv,45.3,23,8.1,0.0,I
99727899999,2020-03-06,41.8,-71.4,10.0,Providence_RI.csv,41.0,24,6.2,0.0,I
99727899999,2020-03-07,41.8,-71.4,10.0,Providence_RI.csv,36.9,23,15.7,0.0,I
99727899999,2020-03-08,41.8,-71.4,10.0,Providence_RI.csv,41.9,23,8.5,0.0,I
99727899999,2020-03-09,41.8,-71.4,10.0,Providence_RI.csv,53.6,24,7.6,0.0,I
99727899999,2020-03-10,41.8,-71.4,10.0,Providence_RI.csv,54.8,23,8.6,0.0,I
99727899999,2020-03-11,41.8,-71.4,10.0,Providence_RI.csv,54.1,19,7.1,0.0,I
99727899999,2020-03-12,41.8,-71.4,10.0,Providence_RI.csv,43.3,23,4.8,0.0,I
99727899999,2020-03-13,41.8,-71.4,10.0,Providence_RI.csv,48.4,20,10.3,0.0,I
99727899999,2020-03-14,41.8,-71.4,10.0,Providence_RI.csv,48.4,17,11.2,0.0,I
99727899999,2020-03-15,41.8,-71.4,10.0,Providence_RI.csv,44.0,24,8.2,0.0,I
99727899999,2020-03-16,41.8,-71.4,10.0,Providence_RI.csv,35.2,24,7.9,0.0,I
99727899999,2020-03-17,41.8,-71.4,10.0,Providence_RI.csv,38.2,23,6.1,0.0,I
99727899999,2020-03-18,41.8,-71.4,10.0,Providence_RI.csv,44.4,24,6.0,0.0,I
99727899999,2020-03-19,41.8,-71.4,10.0,Providence_RI.csv,43.2,24,8.6,0.0,I
99727899999,2020-03-20,41.8,-71.4,10.0,Providence_RI.csv,47.6,22,7.6,0.0,I
99727899999,2020-03-21,41.8,-71.4,10.0,Providence_RI.csv,50.1,24,10.3,0.0,I
99727899999,2020-03-22,41.8,-71.4,10.0,Providence_RI.csv,35.0,23,7.8,0.0,I
99727899999,2020-03-23,41.8,-71.4,10.0,Providence_RI.csv,33.0,23,6.1,0.0,I
99727899999,2020-03-24,41.8,-71.4,10.0,Providence_RI.csv,41.6,24,10.7,0.0,I
99727899999,2020-03-25,41.8,-71.4,10.0,Providence_RI.csv,41.4,21,6.2,0.0,I
99727899999,2020-03-26,41.8,-71.4,10.0,Providence_RI.csv,42.8,24,9.1,0.0,I
99727899999,2020-03-27,41.8,-71.4,10.0,Providence_RI.csv,52.3,22,8.1,0.0,I
99727899999,2020-03-28,41.8,-71.4,10.0,Providence_RI.csv,47.4,23,4.6,0.0,I
99727899999,2020-03-29,41.8,-71.4,10.0,Providence_RI.csv,44.5,24,7.8,0.0,I
99727899999,2020-03-30,41.8,-71.4,10.0,Providence_RI.csv,42.0,24,11.8,0.0,I
99727899999,2020-03-31,41.8,-71.4,10.0,Providence_RI.csv,40.1,22,7.7,0.0,I
99727899999,2020-04-01,41.8,-71.4,10.0,Providence_RI.csv,38.3,24,4.9,0.0,I
99727899999,2020-04-02,41.8,-71.4,10.0,Providence_RI.csv,44.9,22,11.3,0.0,I
99727899999,2020-04-03,41.8,-71.4,10.0,Providence_RI.csv,44.1,23,13.0,0.0,I
99727899999,2020-04-04,41.8,-71.4,10.0,Providence_RI.csv,44.3,23,10.2,0.0,I
99727899999,2020-04-05,41.8,-71.4,10.0,Providence_RI.csv,44.2,22,7.6,0.0,I
99727899999,2020-04-06,41.8,-71.4,10.0,Providence_RI.csv,49.9,22,6.1,0.0,I
99727899999,2020-04-07,41.8,-71.4,10.0,Providence_RI.csv,54.1,23,7.0,0.0,I
99727899999,2020-04-08,41.8,-71.4,10.0,Providence_RI.csv,50.5,21,5.2,0.0,I
99727899999,2020-04-09,41.8,-71.4,10.0,Providence_RI.csv,46.3,23,8.5,0.0,I
99727899999,2020-04-10,41.8,-71.4,10.0,Providence_RI.csv,44.2,24,12.5,0.0,I
99727899999,2020-04-11,41.8,-71.4,10.0,Providence_RI.csv,43.5,24,11.8,0.0,I
99727899999,2020-04-12,41.8,-71.4,10.0,Providence_RI.csv,44.8,22,6.5,0.0,I
99727899999,2020-04-13,41.8,-71.4,10.0,Providence_RI.csv,53.6,23,14.7,0.0,I
99727899999,2020-04-14,41.8,-71.4,10.0,Providence_RI.csv,54.2,23,10.0,0.0,I
99727899999,2020-04-15,41.8,-71.4,10.0,Providence_RI.csv,48.8,24,7.5,0.0,I
99727899999,2020-04-16,41.8,-71.4,10.0,Providence_RI.csv,43.1,23,7.7,0.0,I
99727899999,2020-04-17,41.8,-71.4,10.0,Providence_RI.csv,42.1,23,9.0,0.0,I
99727899999,2020-04-18,41.8,-71.4,10.0,Providence_RI.csv,38.5,24,9.0,0.0,I
99727899999,2020-04-19,41.8,-71.4,10.0,Providence_RI.csv,46.3,23,8.8,0.0,I
99727899999,2020-04-20,41.8,-71.4,10.0,Providence_RI.csv,50.1,24,7.3,0.0,I
99727899999,2020-04-21,41.8,-71.4,10.0,Providence_RI.csv,43.0,24,8.3,0.0,I
99727899999,2020-04-22,41.8,-71.4,10.0,Providence_RI.csv,40.4,24,12.2,0.0,I
99727899999,2020-04-23,41.8,-71.4,10.0,Providence_RI.csv,42.9,23,8.0,0.0,I
