Station ID,Date,Latitude,Longitude,Elevation,Sussex_DW.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72409313764,2020-01-01,38.68974,-75.36253,14.0,Sussex_DW.csv,42.5,24,5.0,0.0,G
72409313764,2020-01-02,38.68974,-75.36253,14.0,Sussex_DW.csv,38.3,24,4.0,0.0,G
72409313764,2020-01-03,38.68974,-75.36253,14.0,Sussex_DW.csv,50.7,24,7.5,0.19,G
72409313764,2020-01-04,38.68974,-75.36253,14.0,Sussex_DW.csv,55.1,24,3.1,0.1,G
72409313764,2020-01-05,38.68974,-75.36253,14.0,Sussex_DW.csv,43.5,24,9.4,0.53,G
72409313764,2020-01-06,38.68974,-75.36253,14.0,Sussex_DW.csv,38.9,24,4.0,0.01,G
72409313764,2020-01-07,38.68974,-75.36253,14.0,Sussex_DW.csv,36.4,24,3.0,0.0,G
72409313764,2020-01-08,38.68974,-75.36253,14.0,Sussex_DW.csv,38.7,24,7.7,0.28,G
72409313764,2020-01-09,38.68974,-75.36253,14.0,Sussex_DW.csv,32.3,24,4.8,0.0,G
72409313764,2020-01-10,38.68974,-75.36253,14.0,Sussex_DW.csv,43.7,24,5.2,0.0,G
72409313764,2020-01-11,38.68974,-75.36253,14.0,Sussex_DW.csv,62.1,24,11.0,0.0,G
72409313764,2020-01-12,38.68974,-75.36253,14.0,Sussex_DW.csv,66.7,24,12.5,0.01,G
72409313764,2020-01-13,38.68974,-75.36253,14.0,Sussex_DW.csv,51.6,24,4.2,0.03,G
72409313764,2020-01-14,38.68974,-75.36253,14.0,Sussex_DW.csv,46.7,24,2.9,0.0,G
72409313764,2020-01-15,38.68974,-75.36253,14.0,Sussex_DW.csv,48.6,24,3.1,0.14,G
72409313764,2020-01-16,38.68974,-75.36253,14.0,Sussex_DW.csv,50.7,24,10.0,0.0,G
72409313764,2020-01-17,38.68974,-75.36253,14.0,Sussex_DW.csv,34.8,23,8.2,0.0,G
72409313764,2020-01-18,38.68974,-75.36253,14.0,Sussex_DW.csv,30.4,24,3.5,0.0,G
72409313764,2020-01-19,38.68974,-75.36253,14.0,Sussex_DW.csv,43.7,24,10.0,0.27,G
72409313764,2020-01-20,38.68974,-75.36253,14.0,Sussex_DW.csv,29.5,24,8.4,0.0,G
72409313764,2020-01-21,38.68974,-75.36253,14.0,Sussex_DW.csv,27.9,24,5.2,0.0,G
72409313764,2020-01-22,38.68974,-75.36253,14.0,Sussex_DW.csv,26.2,15,3.1,0.0,G
72409313764,2020-01-25,38.68974,-75.36253,14.0,Sussex_DW.csv,53.8,14,8.2,0.54,G
72409313764,2020-01-26,38.68974,-75.36253,14.0,Sussex_DW.csv,45.2,24,3.4,0.89,G
72409313764,2020-01-27,38.68974,-75.36253,14.0,Sussex_DW.csv,42.2,24,4.5,0.0,G
72409313764,2020-01-28,38.68974,-75.36253,14.0,Sussex_DW.csv,42.0,24,5.0,0.0,G
72409313764,2020-01-29,38.68974,-75.36253,14.0,Sussex_DW.csv,40.7,24,3.5,0.0,G
72409313764,2020-01-30,38.68974,-75.36253,14.0,Sussex_DW.csv,34.1,24,4.2,0.0,G
72409313764,2020-01-31,38.68974,-75.36253,14.0,Sussex_DW.csv,39.3,24,3.4,0.0,G
72409313764,2020-02-01,38.68974,-75.36253,14.0,Sussex_DW.csv,43.8,24,3.0,0.04,G
72409313764,2020-02-02,38.68974,-75.36253,14.0,Sussex_DW.csv,41.6,23,4.9,0.11,G
72409313764,2020-02-03,38.68974,-75.36253,14.0,Sussex_DW.csv,48.6,24,4.0,0.01,G
72409313764,2020-02-04,38.68974,-75.36253,14.0,Sussex_DW.csv,58.2,24,5.2,0.0,G
72409313764,2020-02-05,38.68974,-75.36253,14.0,Sussex_DW.csv,49.5,24,6.8,0.03,G
72409313764,2020-02-06,38.68974,-75.36253,14.0,Sussex_DW.csv,46.8,24,5.2,0.31,G
72409313764,2020-02-07,38.68974,-75.36253,14.0,Sussex_DW.csv,52.6,24,12.1,1.24,G
72409313764,2020-02-08,38.68974,-75.36253,14.0,Sussex_DW.csv,38.4,24,7.1,0.03,G
72409313764,2020-02-09,38.68974,-75.36253,14.0,Sussex_DW.csv,35.4,17,2.2,0.0,G
72409313764,2020-02-10,38.68974,-75.36253,14.0,Sussex_DW.csv,46.3,24,10.4,0.0,G
72409313764,2020-02-11,38.68974,-75.36253,14.0,Sussex_DW.csv,56.2,24,7.2,0.17,G
72409313764,2020-02-12,38.68974,-75.36253,14.0,Sussex_DW.csv,46.8,24,4.8,0.63,G
72409313764,2020-02-13,38.68974,-75.36253,14.0,Sussex_DW.csv,49.7,24,6.3,0.09,G
72409313764,2020-02-14,38.68974,-75.36253,14.0,Sussex_DW.csv,40.2,24,6.7,0.17,G
72409313764,2020-02-15,38.68974,-75.36253,14.0,Sussex_DW.csv,32.9,9,5.5,0.0,G
72409313764,2020-02-16,38.68974,-75.36253,14.0,Sussex_DW.csv,37.3,24,5.3,0.0,G
72409313764,2020-02-17,38.68974,-75.36253,14.0,Sussex_DW.csv,43.7,24,3.8,0.0,G
72409313764,2020-02-18,38.68974,-75.36253,14.0,Sussex_DW.csv,48.3,24,3.8,0.0,G
72409313764,2020-02-19,38.68974,-75.36253,14.0,Sussex_DW.csv,49.7,24,4.9,0.04,G
72409313764,2020-02-20,38.68974,-75.36253,14.0,Sussex_DW.csv,35.4,23,3.3,0.0,I
72409313764,2020-02-21,38.68974,-75.36253,14.0,Sussex_DW.csv,32.0,24,8.2,0.0,G
72409313764,2020-02-22,38.68974,-75.36253,14.0,Sussex_DW.csv,35.0,24,4.4,0.0,G
