Station ID,Date,Latitude,Longitude,Elevation,Orange_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72501504789,2020-01-01,41.50917,-74.265,111.3,Orange_NY.csv,34.9,24,8.3,0.03,G
72501504789,2020-01-02,41.50917,-74.265,111.3,Orange_NY.csv,31.9,24,5.4,0.0,G
72501504789,2020-01-03,41.50917,-74.265,111.3,Orange_NY.csv,39.9,24,5.0,0.05,G
72501504789,2020-01-04,41.50917,-74.265,111.3,Orange_NY.csv,42.5,24,3.5,0.13,G
72501504789,2020-01-05,41.50917,-74.265,111.3,Orange_NY.csv,36.6,24,11.4,0.14,G
72501504789,2020-01-06,41.50917,-74.265,111.3,Orange_NY.csv,31.5,24,5.2,0.03,G
72501504789,2020-01-07,41.50917,-74.265,111.3,Orange_NY.csv,31.2,24,3.8,0.0,I
72501504789,2020-01-08,41.50917,-74.265,111.3,Orange_NY.csv,30.4,24,7.7,0.0,G
72501504789,2020-01-09,41.50917,-74.265,111.3,Orange_NY.csv,23.4,24,5.9,0.0,G
72501504789,2020-01-10,41.50917,-74.265,111.3,Orange_NY.csv,31.1,24,2.9,0.0,G
72501504789,2020-01-11,41.50917,-74.265,111.3,Orange_NY.csv,48.3,24,6.5,0.0,G
72501504789,2020-01-12,41.50917,-74.265,111.3,Orange_NY.csv,60.9,24,12.4,0.18,G
72501504789,2020-01-13,41.50917,-74.265,111.3,Orange_NY.csv,32.7,24,3.7,0.0,I
72501504789,2020-01-14,41.50917,-74.265,111.3,Orange_NY.csv,32.5,24,0.5,0.0,G
72501504789,2020-01-15,41.50917,-74.265,111.3,Orange_NY.csv,39.3,24,3.1,0.02,G
72501504789,2020-01-16,41.50917,-74.265,111.3,Orange_NY.csv,36.0,24,7.4,0.11,G
72501504789,2020-01-17,41.50917,-74.265,111.3,Orange_NY.csv,23.3,24,13.2,0.09,G
72501504789,2020-01-18,41.50917,-74.265,111.3,Orange_NY.csv,16.5,24,3.2,0.0,G
72501504789,2020-01-19,41.50917,-74.265,111.3,Orange_NY.csv,28.1,24,6.0,0.36,G
72501504789,2020-01-20,41.50917,-74.265,111.3,Orange_NY.csv,21.8,24,9.4,0.0,G
72501504789,2020-01-21,41.50917,-74.265,111.3,Orange_NY.csv,18.6,24,4.1,0.0,G
72501504789,2020-01-22,41.50917,-74.265,111.3,Orange_NY.csv,18.5,24,1.3,0.0,G
72501504789,2020-01-23,41.50917,-74.265,111.3,Orange_NY.csv,24.2,24,2.7,0.0,G
72501504789,2020-01-24,41.50917,-74.265,111.3,Orange_NY.csv,30.5,24,1.2,0.0,G
72501504789,2020-01-25,41.50917,-74.265,111.3,Orange_NY.csv,31.7,24,5.6,0.0,G
72501504789,2020-01-26,41.50917,-74.265,111.3,Orange_NY.csv,35.9,24,5.1,0.82,G
72501504789,2020-01-27,41.50917,-74.265,111.3,Orange_NY.csv,36.3,24,6.3,0.0,G
72501504789,2020-01-28,41.50917,-74.265,111.3,Orange_NY.csv,35.8,24,7.7,0.0,G
72501504789,2020-01-29,41.50917,-74.265,111.3,Orange_NY.csv,31.9,24,7.1,0.0,G
72501504789,2020-01-30,41.50917,-74.265,111.3,Orange_NY.csv,23.0,24,3.2,0.0,G
72501504789,2020-01-31,41.50917,-74.265,111.3,Orange_NY.csv,25.3,24,0.5,0.0,G
72501504789,2020-02-01,41.50917,-74.265,111.3,Orange_NY.csv,34.2,24,1.8,0.01,G
72501504789,2020-02-02,41.50917,-74.265,111.3,Orange_NY.csv,33.5,24,2.9,0.0,G
72501504789,2020-02-03,41.50917,-74.265,111.3,Orange_NY.csv,39.1,24,5.7,0.06,G
72501504789,2020-02-04,41.50917,-74.265,111.3,Orange_NY.csv,39.2,24,2.5,0.0,G
72501504789,2020-02-05,41.50917,-74.265,111.3,Orange_NY.csv,37.6,24,3.9,0.04,G
72501504789,2020-02-06,41.50917,-74.265,111.3,Orange_NY.csv,32.2,24,5.4,0.14,G
72501504789,2020-02-07,41.50917,-74.265,111.3,Orange_NY.csv,35.0,24,6.6,0.43,G
72501504789,2020-02-08,41.50917,-74.265,111.3,Orange_NY.csv,28.5,24,9.2,0.18,G
72501504789,2020-02-09,41.50917,-74.265,111.3,Orange_NY.csv,22.7,24,3.0,0.02,G
72501504789,2020-02-10,41.50917,-74.265,111.3,Orange_NY.csv,33.9,24,3.5,0.17,G
72501504789,2020-02-11,41.50917,-74.265,111.3,Orange_NY.csv,37.3,24,3.1,0.07,G
72501504789,2020-02-12,41.50917,-74.265,111.3,Orange_NY.csv,37.7,24,7.2,0.05,G
72501504789,2020-02-13,41.50917,-74.265,111.3,Orange_NY.csv,34.4,24,3.3,0.61,G
72501504789,2020-02-14,41.50917,-74.265,111.3,Orange_NY.csv,27.9,24,9.1,0.05,G
72501504789,2020-02-15,41.50917,-74.265,111.3,Orange_NY.csv,15.7,24,4.3,0.0,G
72501504789,2020-02-16,41.50917,-74.265,111.3,Orange_NY.csv,30.1,24,6.7,0.0,G
72501504789,2020-02-17,41.50917,-74.265,111.3,Orange_NY.csv,33.4,24,4.1,0.0,G
72501504789,2020-02-18,41.50917,-74.265,111.3,Orange_NY.csv,31.5,24,4.5,0.0,G
72501504789,2020-02-19,41.50917,-74.265,111.3,Orange_NY.csv,36.7,24,8.1,0.11,G
72501504789,2020-02-20,41.50917,-74.265,111.3,Orange_NY.csv,26.6,24,6.7,0.0,G
72501504789,2020-02-21,41.50917,-74.265,111.3,Orange_NY.csv,22.7,24,3.7,0.0,G
72501504789,2020-02-22,41.50917,-74.265,111.3,Orange_NY.csv,29.7,24,5.5,0.0,G
72501504789,2020-02-23,41.50917,-74.265,111.3,Orange_NY.csv,33.5,24,3.8,0.0,G
72501504789,2020-02-24,41.50917,-74.265,111.3,Orange_NY.csv,38.2,24,4.0,0.0,G
72501504789,2020-02-25,41.50917,-74.265,111.3,Orange_NY.csv,42.6,24,1.6,0.0,G
72501504789,2020-02-26,41.50917,-74.265,111.3,Orange_NY.csv,39.9,24,4.9,0.18,G
72501504789,2020-02-27,41.50917,-74.265,111.3,Orange_NY.csv,38.6,24,11.2,0.46,G
72501504789,2020-02-28,41.50917,-74.265,111.3,Orange_NY.csv,29.1,24,11.8,0.03,G
72501504789,2020-02-29,41.50917,-74.265,111.3,Orange_NY.csv,26.2,24,9.1,0.0,G
72501504789,2020-03-01,41.50917,-74.265,111.3,Orange_NY.csv,26.5,24,6.1,0.0,G
72501504789,2020-03-02,41.50917,-74.265,111.3,Orange_NY.csv,36.6,24,3.3,0.0,G
72501504789,2020-03-03,41.50917,-74.265,111.3,Orange_NY.csv,50.0,24,5.8,0.0,G
72501504789,2020-03-04,41.50917,-74.265,111.3,Orange_NY.csv,46.0,24,11.5,0.22,G
72501504789,2020-03-05,41.50917,-74.265,111.3,Orange_NY.csv,40.6,24,5.6,0.03,G
72501504789,2020-03-06,41.50917,-74.265,111.3,Orange_NY.csv,34.2,24,3.1,0.0,G
72501504789,2020-03-07,41.50917,-74.265,111.3,Orange_NY.csv,37.3,24,8.8,0.01,G
72501504789,2020-03-08,41.50917,-74.265,111.3,Orange_NY.csv,38.9,24,6.4,0.0,G
72501504789,2020-03-09,41.50917,-74.265,111.3,Orange_NY.csv,50.6,24,9.2,0.0,G
72501504789,2020-03-10,41.50917,-74.265,111.3,Orange_NY.csv,55.5,24,9.3,0.0,G
72501504789,2020-03-11,41.50917,-74.265,111.3,Orange_NY.csv,46.4,24,6.8,0.02,G
72501504789,2020-03-12,41.50917,-74.265,111.3,Orange_NY.csv,38.7,24,2.5,0.0,G
72501504789,2020-03-13,41.50917,-74.265,111.3,Orange_NY.csv,49.3,24,6.8,0.32,G
72501504789,2020-03-14,41.50917,-74.265,111.3,Orange_NY.csv,43.1,24,8.9,0.08,G
72501504789,2020-03-15,41.50917,-74.265,111.3,Orange_NY.csv,42.1,24,4.7,0.0,G
72501504789,2020-03-16,41.50917,-74.265,111.3,Orange_NY.csv,33.6,24,6.3,0.0,G
72501504789,2020-03-17,41.50917,-74.265,111.3,Orange_NY.csv,39.1,24,4.2,0.09,G
72501504789,2020-03-18,41.50917,-74.265,111.3,Orange_NY.csv,41.7,24,3.9,0.0,I
72501504789,2020-03-19,41.50917,-74.265,111.3,Orange_NY.csv,41.4,24,5.1,0.62,G
72501504789,2020-03-20,41.50917,-74.265,111.3,Orange_NY.csv,50.4,24,5.7,0.08,G
72501504789,2020-03-21,41.50917,-74.265,111.3,Orange_NY.csv,45.9,24,9.2,0.01,G
72501504789,2020-03-22,41.50917,-74.265,111.3,Orange_NY.csv,32.8,24,6.6,0.0,G
72501504789,2020-03-23,41.50917,-74.265,111.3,Orange_NY.csv,32.6,24,6.2,0.03,G
72501504789,2020-03-24,41.50917,-74.265,111.3,Orange_NY.csv,37.5,24,4.1,0.68,G
72501504789,2020-03-25,41.50917,-74.265,111.3,Orange_NY.csv,35.9,24,5.6,0.0,G
72501504789,2020-03-26,41.50917,-74.265,111.3,Orange_NY.csv,40.7,24,3.5,0.0,G
72501504789,2020-03-27,41.50917,-74.265,111.3,Orange_NY.csv,52.8,24,6.0,0.0,G
72501504789,2020-03-28,41.50917,-74.265,111.3,Orange_NY.csv,39.2,24,3.5,0.0,G
72501504789,2020-03-29,41.50917,-74.265,111.3,Orange_NY.csv,43.4,24,6.5,0.57,G
72501504789,2020-03-30,41.50917,-74.265,111.3,Orange_NY.csv,44.1,24,4.1,0.14,G
72501504789,2020-03-31,41.50917,-74.265,111.3,Orange_NY.csv,42.1,24,4.8,0.31,G
72501504789,2020-04-01,41.50917,-74.265,111.3,Orange_NY.csv,42.8,24,6.0,0.07,G
72501504789,2020-04-02,41.50917,-74.265,111.3,Orange_NY.csv,44.5,24,11.7,0.0,G
72501504789,2020-04-03,41.50917,-74.265,111.3,Orange_NY.csv,47.3,24,10.4,0.01,G
72501504789,2020-04-04,41.50917,-74.265,111.3,Orange_NY.csv,51.8,24,7.7,0.04,G
72501504789,2020-04-05,41.50917,-74.265,111.3,Orange_NY.csv,55.1,24,2.8,0.0,G
72501504789,2020-04-06,41.50917,-74.265,111.3,Orange_NY.csv,52.7,24,4.6,0.0,G
72501504789,2020-04-07,41.50917,-74.265,111.3,Orange_NY.csv,51.9,24,4.5,0.0,G
72501504789,2020-04-08,41.50917,-74.265,111.3,Orange_NY.csv,51.3,24,4.7,0.11,G
72501504789,2020-04-09,41.50917,-74.265,111.3,Orange_NY.csv,44.4,24,6.7,0.02,G
72501504789,2020-04-10,41.50917,-74.265,111.3,Orange_NY.csv,40.6,24,13.4,0.26,G
72501504789,2020-04-11,41.50917,-74.265,111.3,Orange_NY.csv,42.5,24,8.9,0.0,G
72501504789,2020-04-12,41.50917,-74.265,111.3,Orange_NY.csv,43.3,24,4.9,0.0,G
72501504789,2020-04-13,41.50917,-74.265,111.3,Orange_NY.csv,57.6,24,9.2,0.3,G
72501504789,2020-04-14,41.50917,-74.265,111.3,Orange_NY.csv,48.7,24,7.0,0.59,G
72501504789,2020-04-15,41.50917,-74.265,111.3,Orange_NY.csv,43.2,24,7.1,0.0,G
72501504789,2020-04-16,41.50917,-74.265,111.3,Orange_NY.csv,38.8,24,8.7,0.0,G
72501504789,2020-04-17,41.50917,-74.265,111.3,Orange_NY.csv,36.0,24,7.5,0.0,G
72501504789,2020-04-18,41.50917,-74.265,111.3,Orange_NY.csv,36.1,24,6.2,0.45,G
72501504789,2020-04-19,41.50917,-74.265,111.3,Orange_NY.csv,42.7,24,8.6,0.02,G
72501504789,2020-04-20,41.50917,-74.265,111.3,Orange_NY.csv,46.6,24,5.5,0.0,G
72501504789,2020-04-21,41.50917,-74.265,111.3,Orange_NY.csv,39.4,24,4.7,0.0,G
72501504789,2020-04-22,41.50917,-74.265,111.3,Orange_NY.csv,37.7,24,11.9,0.14,G
72501504789,2020-04-23,41.50917,-74.265,111.3,Orange_NY.csv,36.0,24,2.5,0.0,G
72501504789,2020-04-24,41.50917,-74.265,111.3,Orange_NY.csv,41.6,24,7.8,0.22,G
72501504789,2020-04-25,41.50917,-74.265,111.3,Orange_NY.csv,48.5,24,1.9,0.16,G
72501504789,2020-04-26,41.50917,-74.265,111.3,Orange_NY.csv,45.6,24,8.7,0.01,G
72501504789,2020-04-27,41.50917,-74.265,111.3,Orange_NY.csv,41.6,24,12.4,0.46,G
72501504789,2020-04-28,41.50917,-74.265,111.3,Orange_NY.csv,48.2,24,5.4,0.01,G
72501504789,2020-04-29,41.50917,-74.265,111.3,Orange_NY.csv,45.8,24,4.3,0.0,G
72501504789,2020-04-30,41.50917,-74.265,111.3,Orange_NY.csv,50.8,24,9.0,0.01,G
72501504789,2020-05-01,41.50917,-74.265,111.3,Orange_NY.csv,56.5,24,4.9,0.63,G
72501504789,2020-05-02,41.50917,-74.265,111.3,Orange_NY.csv,58.4,24,7.9,0.17,G
72501504789,2020-05-03,41.50917,-74.265,111.3,Orange_NY.csv,64.7,24,5.5,0.01,G
72501504789,2020-05-04,41.50917,-74.265,111.3,Orange_NY.csv,58.0,24,8.4,0.0,I
72501504789,2020-05-05,41.50917,-74.265,111.3,Orange_NY.csv,48.9,24,7.1,0.0,G
72501504789,2020-05-06,41.50917,-74.265,111.3,Orange_NY.csv,44.2,24,5.3,0.0,G
72501504789,2020-05-07,41.50917,-74.265,111.3,Orange_NY.csv,51.5,24,6.2,0.02,G
72501504789,2020-05-08,41.50917,-74.265,111.3,Orange_NY.csv,45.1,24,5.8,0.0,G
72501504789,2020-05-09,41.50917,-74.265,111.3,Orange_NY.csv,36.6,24,12.3,0.56,G
72501504789,2020-05-10,41.50917,-74.265,111.3,Orange_NY.csv,44.6,24,8.2,0.01,G
72501504789,2020-05-11,41.50917,-74.265,111.3,Orange_NY.csv,44.6,24,4.0,0.0,G
72501504789,2020-05-12,41.50917,-74.265,111.3,Orange_NY.csv,45.8,24,9.2,0.11,G
72501504789,2020-05-13,41.50917,-74.265,111.3,Orange_NY.csv,46.2,24,6.5,0.0,G
72501504789,2020-05-14,41.50917,-74.265,111.3,Orange_NY.csv,49.9,24,3.6,0.0,G
