Station ID,Date,Latitude,Longitude,Elevation,Somerset_NJ.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72224754785,2020-01-01,40.62405,-74.66905,32.0,Somerset_NJ.csv,38.1,24,5.8,0.0,G
72224754785,2020-01-02,40.62405,-74.66905,32.0,Somerset_NJ.csv,31.5,24,1.3,0.0,G
72224754785,2020-01-03,40.62405,-74.66905,32.0,Somerset_NJ.csv,42.3,24,0.5,0.01,G
72224754785,2020-01-04,40.62405,-74.66905,32.0,Somerset_NJ.csv,46.7,24,1.2,0.28,G
72224754785,2020-01-05,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.2,24,13.1,0.01,G
72224754785,2020-01-06,40.62405,-74.66905,32.0,Somerset_NJ.csv,35.4,24,2.0,0.02,G
72224754785,2020-01-07,40.62405,-74.66905,32.0,Somerset_NJ.csv,33.2,24,1.2,0.0,I
72224754785,2020-01-08,40.62405,-74.66905,32.0,Somerset_NJ.csv,33.8,24,5.2,0.0,G
72224754785,2020-01-09,40.62405,-74.66905,32.0,Somerset_NJ.csv,27.7,24,5.8,0.0,G
72224754785,2020-01-10,40.62405,-74.66905,32.0,Somerset_NJ.csv,35.5,24,1.5,0.0,I
72224754785,2020-01-11,40.62405,-74.66905,32.0,Somerset_NJ.csv,53.9,24,3.4,0.0,G
72224754785,2020-01-12,40.62405,-74.66905,32.0,Somerset_NJ.csv,64.0,24,8.1,0.09,G
72224754785,2020-01-13,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.7,24,2.1,0.0,I
72224754785,2020-01-14,40.62405,-74.66905,32.0,Somerset_NJ.csv,36.5,24,0.8,0.0,G
72224754785,2020-01-15,40.62405,-74.66905,32.0,Somerset_NJ.csv,42.7,24,1.1,0.0,G
72224754785,2020-01-16,40.62405,-74.66905,32.0,Somerset_NJ.csv,40.2,24,6.3,0.02,G
72224754785,2020-01-17,40.62405,-74.66905,32.0,Somerset_NJ.csv,28.8,24,12.4,0.0,H
72224754785,2020-01-18,40.62405,-74.66905,32.0,Somerset_NJ.csv,21.8,24,2.6,0.0,G
72224754785,2020-01-19,40.62405,-74.66905,32.0,Somerset_NJ.csv,35.9,24,5.8,0.08,G
72224754785,2020-01-20,40.62405,-74.66905,32.0,Somerset_NJ.csv,26.6,24,8.8,0.0,I
72224754785,2020-01-21,40.62405,-74.66905,32.0,Somerset_NJ.csv,23.4,24,4.8,0.0,G
72224754785,2020-01-22,40.62405,-74.66905,32.0,Somerset_NJ.csv,24.1,24,0.7,0.0,G
72224754785,2020-01-23,40.62405,-74.66905,32.0,Somerset_NJ.csv,27.2,24,0.3,0.0,G
72224754785,2020-01-24,40.62405,-74.66905,32.0,Somerset_NJ.csv,36.8,24,1.9,0.0,G
72224754785,2020-01-25,40.62405,-74.66905,32.0,Somerset_NJ.csv,41.8,24,5.1,0.0,G
72224754785,2020-01-26,40.62405,-74.66905,32.0,Somerset_NJ.csv,37.4,24,2.3,0.99,G
72224754785,2020-01-27,40.62405,-74.66905,32.0,Somerset_NJ.csv,37.9,24,2.6,0.0,G
72224754785,2020-01-28,40.62405,-74.66905,32.0,Somerset_NJ.csv,39.1,24,6.5,0.0,G
72224754785,2020-01-29,40.62405,-74.66905,32.0,Somerset_NJ.csv,37.6,24,7.7,0.0,G
72224754785,2020-01-30,40.62405,-74.66905,32.0,Somerset_NJ.csv,27.7,24,2.1,0.0,G
72224754785,2020-01-31,40.62405,-74.66905,32.0,Somerset_NJ.csv,32.4,24,1.6,0.0,G
72224754785,2020-02-01,40.62405,-74.66905,32.0,Somerset_NJ.csv,39.1,24,0.1,0.03,G
72224754785,2020-02-02,40.62405,-74.66905,32.0,Somerset_NJ.csv,37.5,24,1.7,0.04,G
72224754785,2020-02-03,40.62405,-74.66905,32.0,Somerset_NJ.csv,42.1,24,2.5,0.14,G
72224754785,2020-02-04,40.62405,-74.66905,32.0,Somerset_NJ.csv,43.3,24,1.3,0.0,G
72224754785,2020-02-05,40.62405,-74.66905,32.0,Somerset_NJ.csv,42.7,24,4.8,0.01,G
72224754785,2020-02-06,40.62405,-74.66905,32.0,Somerset_NJ.csv,39.2,24,2.2,0.34,G
