Station ID,Date,Latitude,Longitude,Elevation,Harris_TX.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99737099999,2020-01-01,29.68,-94.98,10.0,Harris_TX.csv,55.6,22,5.6,0.0,I
99737099999,2020-01-02,29.68,-94.98,10.0,Harris_TX.csv,59.7,21,4.2,0.0,I
99737099999,2020-01-03,29.68,-94.98,10.0,Harris_TX.csv,61.4,23,6.0,0.0,I
99737099999,2020-01-04,29.68,-94.98,10.0,Harris_TX.csv,56.1,24,9.1,0.0,I
99737099999,2020-01-05,29.68,-94.98,10.0,Harris_TX.csv,60.3,23,4.8,0.0,I
99737099999,2020-01-06,29.68,-94.98,10.0,Harris_TX.csv,63.0,24,4.6,0.0,I
99737099999,2020-01-07,29.68,-94.98,10.0,Harris_TX.csv,59.8,23,7.8,0.0,I
99737099999,2020-01-08,29.68,-94.98,10.0,Harris_TX.csv,56.7,23,6.0,0.0,I
99737099999,2020-01-09,29.68,-94.98,10.0,Harris_TX.csv,63.3,23,11.0,0.0,I
99737099999,2020-01-10,29.68,-94.98,10.0,Harris_TX.csv,65.6,23,10.7,0.0,I
99737099999,2020-01-11,29.68,-94.98,10.0,Harris_TX.csv,60.3,16,12.4,0.0,I
99737099999,2020-01-12,29.68,-94.98,10.0,Harris_TX.csv,46.1,22,6.9,0.0,I
99737099999,2020-01-13,29.68,-94.98,10.0,Harris_TX.csv,55.0,19,6.3,0.0,I
99737099999,2020-01-14,29.68,-94.98,10.0,Harris_TX.csv,66.4,24,4.3,0.0,I
99737099999,2020-01-15,29.68,-94.98,10.0,Harris_TX.csv,67.0,23,5.1,0.0,I
99737099999,2020-01-16,29.68,-94.98,10.0,Harris_TX.csv,66.5,24,2.4,0.0,I
99737099999,2020-01-17,29.68,-94.98,10.0,Harris_TX.csv,64.5,23,5.4,0.0,I
99737099999,2020-01-18,29.68,-94.98,10.0,Harris_TX.csv,66.2,19,4.7,0.0,I
99737099999,2020-01-19,29.68,-94.98,10.0,Harris_TX.csv,55.4,24,6.7,0.0,I
99737099999,2020-01-20,29.68,-94.98,10.0,Harris_TX.csv,51.0,21,2.7,0.0,I
99737099999,2020-01-21,29.68,-94.98,10.0,Harris_TX.csv,51.2,24,3.5,0.0,I
99737099999,2020-01-22,29.68,-94.98,10.0,Harris_TX.csv,51.9,24,4.9,0.0,I
99737099999,2020-01-23,29.68,-94.98,10.0,Harris_TX.csv,59.7,23,3.5,0.0,I
99737099999,2020-01-24,29.68,-94.98,10.0,Harris_TX.csv,55.0,24,4.1,0.0,I
99737099999,2020-01-25,29.68,-94.98,10.0,Harris_TX.csv,57.2,22,4.9,0.0,I
99737099999,2020-01-26,29.68,-94.98,10.0,Harris_TX.csv,62.5,21,3.7,0.0,I
99737099999,2020-01-27,29.68,-94.98,10.0,Harris_TX.csv,56.7,24,2.1,0.0,I
99737099999,2020-01-28,29.68,-94.98,10.0,Harris_TX.csv,57.7,23,6.3,0.0,I
99737099999,2020-01-29,29.68,-94.98,10.0,Harris_TX.csv,52.4,22,7.7,0.0,I
99737099999,2020-01-30,29.68,-94.98,10.0,Harris_TX.csv,51.3,23,4.7,0.0,I
99737099999,2020-01-31,29.68,-94.98,10.0,Harris_TX.csv,53.5,22,4.5,0.0,I
99737099999,2020-02-01,29.68,-94.98,10.0,Harris_TX.csv,54.9,22,3.1,0.0,I
99737099999,2020-02-02,29.68,-94.98,10.0,Harris_TX.csv,60.8,23,3.9,0.0,I
99737099999,2020-02-03,29.68,-94.98,10.0,Harris_TX.csv,63.1,24,2.8,0.0,I
99737099999,2020-02-04,29.68,-94.98,10.0,Harris_TX.csv,66.0,21,4.0,0.0,I
99737099999,2020-02-05,29.68,-94.98,10.0,Harris_TX.csv,56.1,22,3.6,0.0,I
99737099999,2020-02-06,29.68,-94.98,10.0,Harris_TX.csv,43.3,23,8.8,0.0,I
99737099999,2020-02-07,29.68,-94.98,10.0,Harris_TX.csv,55.2,22,2.7,0.0,I
99737099999,2020-02-08,29.68,-94.98,10.0,Harris_TX.csv,59.6,22,4.2,0.0,I
99737099999,2020-02-09,29.68,-94.98,10.0,Harris_TX.csv,62.1,23,4.6,0.0,I
99737099999,2020-02-10,29.68,-94.98,10.0,Harris_TX.csv,65.4,22,4.4,0.0,I
99737099999,2020-02-11,29.68,-94.98,10.0,Harris_TX.csv,58.6,24,6.2,0.0,I
99737099999,2020-02-12,29.68,-94.98,10.0,Harris_TX.csv,56.8,23,3.9,0.0,I
99737099999,2020-02-13,29.68,-94.98,10.0,Harris_TX.csv,50.7,23,5.7,0.0,I
99737099999,2020-02-14,29.68,-94.98,10.0,Harris_TX.csv,47.8,23,3.2,0.0,I
99737099999,2020-02-15,29.68,-94.98,10.0,Harris_TX.csv,52.6,21,4.2,0.0,I
99737099999,2020-02-16,29.68,-94.98,10.0,Harris_TX.csv,60.7,22,2.7,0.0,I
99737099999,2020-02-17,29.68,-94.98,10.0,Harris_TX.csv,62.4,23,3.7,0.0,I
99737099999,2020-02-18,29.68,-94.98,10.0,Harris_TX.csv,66.6,24,3.0,0.0,I
99737099999,2020-02-19,29.68,-94.98,10.0,Harris_TX.csv,61.6,22,4.5,0.0,I
99737099999,2020-02-20,29.68,-94.98,10.0,Harris_TX.csv,51.2,24,5.9,0.0,I
99737099999,2020-02-21,29.68,-94.98,10.0,Harris_TX.csv,46.8,24,12.3,0.0,I
99737099999,2020-02-22,29.68,-94.98,10.0,Harris_TX.csv,49.0,19,6.7,0.0,I
99737099999,2020-02-23,29.68,-94.98,10.0,Harris_TX.csv,57.8,22,7.8,0.0,I
99737099999,2020-02-24,29.68,-94.98,10.0,Harris_TX.csv,63.0,20,7.2,0.0,I
99737099999,2020-02-25,29.68,-94.98,10.0,Harris_TX.csv,62.0,22,3.9,0.0,I
99737099999,2020-02-26,29.68,-94.98,10.0,Harris_TX.csv,54.7,24,19.3,0.0,I
99737099999,2020-02-27,29.68,-94.98,10.0,Harris_TX.csv,47.8,24,7.1,0.0,I
99737099999,2020-02-28,29.68,-94.98,10.0,Harris_TX.csv,53.8,24,6.8,0.0,I
99737099999,2020-02-29,29.68,-94.98,10.0,Harris_TX.csv,59.9,24,4.3,0.0,I
99737099999,2020-03-01,29.68,-94.98,10.0,Harris_TX.csv,62.5,24,8.0,0.0,I
99737099999,2020-03-02,29.68,-94.98,10.0,Harris_TX.csv,65.4,23,6.3,0.0,I
99737099999,2020-03-03,29.68,-94.98,10.0,Harris_TX.csv,67.9,24,3.9,0.0,I
99737099999,2020-03-04,29.68,-94.98,10.0,Harris_TX.csv,67.8,24,8.1,0.0,I
99737099999,2020-03-05,29.68,-94.98,10.0,Harris_TX.csv,59.9,24,12.4,0.0,I
99737099999,2020-03-06,29.68,-94.98,10.0,Harris_TX.csv,63.0,24,8.7,0.0,I
99737099999,2020-03-07,29.68,-94.98,10.0,Harris_TX.csv,58.6,24,8.3,0.0,I
99737099999,2020-03-08,29.68,-94.98,10.0,Harris_TX.csv,59.7,24,11.0,0.0,I
99737099999,2020-03-09,29.68,-94.98,10.0,Harris_TX.csv,64.6,24,9.9,0.0,I
99737099999,2020-03-10,29.68,-94.98,10.0,Harris_TX.csv,68.3,23,5.1,0.0,I
99737099999,2020-03-11,29.68,-94.98,10.0,Harris_TX.csv,69.6,19,5.0,0.0,I
99737099999,2020-03-12,29.68,-94.98,10.0,Harris_TX.csv,70.5,24,7.1,0.0,I
99737099999,2020-03-13,29.68,-94.98,10.0,Harris_TX.csv,70.4,18,9.0,0.0,I
99737099999,2020-03-14,29.68,-94.98,10.0,Harris_TX.csv,72.6,13,8.7,0.0,I
99737099999,2020-03-15,29.68,-94.98,10.0,Harris_TX.csv,71.6,24,8.1,0.0,I
99737099999,2020-03-16,29.68,-94.98,10.0,Harris_TX.csv,68.9,24,6.7,0.0,I
99737099999,2020-03-17,29.68,-94.98,10.0,Harris_TX.csv,71.1,24,7.8,0.0,I
99737099999,2020-03-18,29.68,-94.98,10.0,Harris_TX.csv,73.1,23,9.8,0.0,I
99737099999,2020-03-19,29.68,-94.98,10.0,Harris_TX.csv,74.5,21,11.1,0.0,I
99737099999,2020-03-20,29.68,-94.98,10.0,Harris_TX.csv,73.6,24,8.2,0.0,I
99737099999,2020-03-21,29.68,-94.98,10.0,Harris_TX.csv,60.8,24,10.7,0.0,I
99737099999,2020-03-22,29.68,-94.98,10.0,Harris_TX.csv,65.2,24,9.4,0.0,I
99737099999,2020-03-23,29.68,-94.98,10.0,Harris_TX.csv,74.1,24,6.2,0.0,I
99737099999,2020-03-24,29.68,-94.98,10.0,Harris_TX.csv,76.2,24,8.4,0.0,I
99737099999,2020-03-25,29.68,-94.98,10.0,Harris_TX.csv,73.9,24,6.2,0.0,I
99737099999,2020-03-26,29.68,-94.98,10.0,Harris_TX.csv,74.8,24,7.4,0.0,I
99737099999,2020-03-27,29.68,-94.98,10.0,Harris_TX.csv,76.9,24,10.6,0.0,I
99737099999,2020-03-28,29.68,-94.98,10.0,Harris_TX.csv,76.1,24,9.5,0.0,I
99737099999,2020-03-29,29.68,-94.98,10.0,Harris_TX.csv,68.8,24,7.7,0.0,I
99737099999,2020-03-30,29.68,-94.98,10.0,Harris_TX.csv,73.5,24,9.4,0.0,I
99737099999,2020-03-31,29.68,-94.98,10.0,Harris_TX.csv,72.6,24,10.8,0.0,I
99737099999,2020-04-01,29.68,-94.98,10.0,Harris_TX.csv,64.3,24,10.3,0.0,I
99737099999,2020-04-02,29.68,-94.98,10.0,Harris_TX.csv,69.2,21,12.2,0.0,I
99737099999,2020-04-03,29.68,-94.98,10.0,Harris_TX.csv,71.4,24,10.9,0.0,I
99737099999,2020-04-04,29.68,-94.98,10.0,Harris_TX.csv,65.7,24,9.5,0.0,I
99737099999,2020-04-05,29.68,-94.98,10.0,Harris_TX.csv,65.1,24,8.4,0.0,I
99737099999,2020-04-06,29.68,-94.98,10.0,Harris_TX.csv,69.7,23,7.2,0.0,I
99737099999,2020-04-07,29.68,-94.98,10.0,Harris_TX.csv,74.7,24,5.3,0.0,I
99737099999,2020-04-08,29.68,-94.98,10.0,Harris_TX.csv,76.6,23,4.7,0.0,I
99737099999,2020-04-09,29.68,-94.98,10.0,Harris_TX.csv,77.2,24,5.3,0.0,I
99737099999,2020-04-10,29.68,-94.98,10.0,Harris_TX.csv,69.5,24,10.0,0.0,I
99737099999,2020-04-11,29.68,-94.98,10.0,Harris_TX.csv,69.1,24,10.8,0.0,I
99737099999,2020-04-12,29.68,-94.98,10.0,Harris_TX.csv,78.3,24,14.3,0.0,I
99737099999,2020-04-13,29.68,-94.98,10.0,Harris_TX.csv,66.9,24,12.0,0.0,I
99737099999,2020-04-14,29.68,-94.98,10.0,Harris_TX.csv,57.6,24,10.8,0.0,I
99737099999,2020-04-15,29.68,-94.98,10.0,Harris_TX.csv,58.3,24,10.7,0.0,I
99737099999,2020-04-16,29.68,-94.98,10.0,Harris_TX.csv,63.0,24,10.2,0.0,I
99737099999,2020-04-17,29.68,-94.98,10.0,Harris_TX.csv,70.2,24,9.0,0.0,I
99737099999,2020-04-18,29.68,-94.98,10.0,Harris_TX.csv,68.8,24,7.0,0.0,I
99737099999,2020-04-19,29.68,-94.98,10.0,Harris_TX.csv,72.7,24,7.6,0.0,I
99737099999,2020-04-20,29.68,-94.98,10.0,Harris_TX.csv,71.5,24,5.3,0.0,I
99737099999,2020-04-21,29.68,-94.98,10.0,Harris_TX.csv,72.8,24,6.5,0.0,I
99737099999,2020-04-22,29.68,-94.98,10.0,Harris_TX.csv,74.5,24,11.7,0.0,I
99737099999,2020-04-23,29.68,-94.98,10.0,Harris_TX.csv,79.0,24,10.1,0.0,I
99737099999,2020-04-24,29.68,-94.98,10.0,Harris_TX.csv,75.5,23,7.5,0.0,I
99737099999,2020-04-25,29.68,-94.98,10.0,Harris_TX.csv,74.5,24,9.5,0.0,I
99737099999,2020-04-26,29.68,-94.98,10.0,Harris_TX.csv,71.1,24,7.4,0.0,I
99737099999,2020-04-27,29.68,-94.98,10.0,Harris_TX.csv,74.3,24,10.5,0.0,I
99737099999,2020-04-28,29.68,-94.98,10.0,Harris_TX.csv,75.7,24,10.7,0.0,I
99737099999,2020-04-29,29.68,-94.98,10.0,Harris_TX.csv,74.0,22,9.7,0.0,I
99737099999,2020-04-30,29.68,-94.98,10.0,Harris_TX.csv,71.8,24,6.4,0.0,I
99737099999,2020-05-01,29.68,-94.98,10.0,Harris_TX.csv,72.8,24,6.4,0.0,I
99737099999,2020-05-02,29.68,-94.98,10.0,Harris_TX.csv,75.6,24,9.5,0.0,I
99737099999,2020-05-03,29.68,-94.98,10.0,Harris_TX.csv,76.9,24,8.5,0.0,I
99737099999,2020-05-04,29.68,-94.98,10.0,Harris_TX.csv,77.6,24,7.6,0.0,I
99737099999,2020-05-05,29.68,-94.98,10.0,Harris_TX.csv,79.0,24,6.3,0.0,I
99737099999,2020-05-06,29.68,-94.98,10.0,Harris_TX.csv,74.3,24,9.5,0.0,I
99737099999,2020-05-07,29.68,-94.98,10.0,Harris_TX.csv,74.8,24,8.3,0.0,I
99737099999,2020-05-08,29.68,-94.98,10.0,Harris_TX.csv,78.9,23,12.0,0.0,I
99737099999,2020-05-09,29.68,-94.98,10.0,Harris_TX.csv,67.8,23,12.0,0.0,I
99737099999,2020-05-10,29.68,-94.98,10.0,Harris_TX.csv,67.8,24,7.3,0.0,I
99737099999,2020-05-11,29.68,-94.98,10.0,Harris_TX.csv,71.8,24,8.0,0.0,I
99737099999,2020-05-12,29.68,-94.98,10.0,Harris_TX.csv,74.9,24,11.8,0.0,I
99737099999,2020-05-13,29.68,-94.98,10.0,Harris_TX.csv,76.1,21,12.9,0.0,I
