Station ID,Date,Latitude,Longitude,Elevation,Fultown_GA.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
72219503888,2020-01-01,33.77917,-84.52139,256.0,Fultown_GA.csv,45.6,24,3.7,0.0,G
72219503888,2020-01-02,33.77917,-84.52139,256.0,Fultown_GA.csv,45.1,24,1.6,0.02,G
72219503888,2020-01-03,33.77917,-84.52139,256.0,Fultown_GA.csv,54.1,24,3.1,1.32,G
72219503888,2020-01-04,33.77917,-84.52139,256.0,Fultown_GA.csv,55.0,24,7.7,1.6,G
72219503888,2020-01-05,33.77917,-84.52139,256.0,Fultown_GA.csv,40.7,24,6.2,0.05,G
72219503888,2020-01-06,33.77917,-84.52139,256.0,Fultown_GA.csv,44.0,24,1.5,0.0,G
72219503888,2020-01-07,33.77917,-84.52139,256.0,Fultown_GA.csv,50.6,24,7.2,0.01,G
72219503888,2020-01-08,33.77917,-84.52139,256.0,Fultown_GA.csv,46.6,24,2.5,0.0,I
72219503888,2020-01-09,33.77917,-84.52139,256.0,Fultown_GA.csv,44.8,24,3.5,0.0,G
72219503888,2020-01-10,33.77917,-84.52139,256.0,Fultown_GA.csv,58.5,24,6.1,0.0,G
72219503888,2020-01-11,33.77917,-84.52139,256.0,Fultown_GA.csv,65.2,24,9.7,0.0,G
72219503888,2020-01-12,33.77917,-84.52139,256.0,Fultown_GA.csv,57.6,24,2.3,1.38,G
72219503888,2020-01-13,33.77917,-84.52139,256.0,Fultown_GA.csv,61.0,24,2.1,0.07,G
72219503888,2020-01-14,33.77917,-84.52139,256.0,Fultown_GA.csv,62.5,24,2.7,0.85,G
72219503888,2020-01-15,33.77917,-84.52139,256.0,Fultown_GA.csv,60.9,24,2.1,0.36,G
72219503888,2020-01-16,33.77917,-84.52139,256.0,Fultown_GA.csv,61.0,24,7.1,0.46,G
72219503888,2020-01-17,33.77917,-84.52139,256.0,Fultown_GA.csv,49.3,24,5.9,0.0,I
72219503888,2020-01-18,33.77917,-84.52139,256.0,Fultown_GA.csv,46.4,24,5.6,0.0,G
72219503888,2020-01-19,33.77917,-84.52139,256.0,Fultown_GA.csv,46.8,24,8.1,0.53,G
72219503888,2020-01-20,33.77917,-84.52139,256.0,Fultown_GA.csv,31.3,24,8.9,0.0,G
72219503888,2020-01-21,33.77917,-84.52139,256.0,Fultown_GA.csv,30.0,24,5.4,0.0,G
72219503888,2020-01-22,33.77917,-84.52139,256.0,Fultown_GA.csv,33.6,24,2.9,0.0,G
72219503888,2020-01-23,33.77917,-84.52139,256.0,Fultown_GA.csv,41.8,24,6.7,0.0,G
72219503888,2020-01-24,33.77917,-84.52139,256.0,Fultown_GA.csv,46.2,24,4.3,1.06,G
72219503888,2020-01-25,33.77917,-84.52139,256.0,Fultown_GA.csv,41.4,24,6.3,0.05,G
72219503888,2020-01-26,33.77917,-84.52139,256.0,Fultown_GA.csv,40.4,24,3.1,0.0,G
72219503888,2020-01-27,33.77917,-84.52139,256.0,Fultown_GA.csv,47.0,24,2.5,0.0,G
72219503888,2020-01-28,33.77917,-84.52139,256.0,Fultown_GA.csv,44.0,24,2.7,0.0,G
72219503888,2020-01-29,33.77917,-84.52139,256.0,Fultown_GA.csv,43.1,24,2.0,0.0,G
